epoch (ms),time (06:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1601970705168,2020-10-06T10:51:45.168,22.020,-0.152,-1.113,0.335
1601970705188,2020-10-06T10:51:45.188,22.040,-0.351,-1.616,0.305
1601970705208,2020-10-06T10:51:45.208,22.060,0.198,0.320,0.320
1601970705228,2020-10-06T10:51:45.228,22.080,-0.076,-0.091,0.305
1601970705248,2020-10-06T10:51:45.248,22.100,-0.183,-1.204,0.320
1601970705268,2020-10-06T10:51:45.268,22.120,0.091,-0.412,0.351
1601970705288,2020-10-06T10:51:45.288,22.140,0.168,-0.229,0.290
1601970705308,2020-10-06T10:51:45.308,22.160,-0.259,-1.738,0.305
1601970705328,2020-10-06T10:51:45.328,22.180,-0.274,-2.043,0.320
1601970705348,2020-10-06T10:51:45.348,22.200,0.122,0.335,0.290
1601970705368,2020-10-06T10:51:45.368,22.220,0.290,1.738,0.320
1601970705388,2020-10-06T10:51:45.388,22.240,0.229,1.128,0.381
1601970705408,2020-10-06T10:51:45.408,22.260,-0.274,-1.936,0.473
1601970705428,2020-10-06T10:51:45.428,22.280,-0.640,-3.049,0.396
1601970705448,2020-10-06T10:51:45.448,22.300,0.046,0.000,0.290
1601970705468,2020-10-06T10:51:45.468,22.320,0.625,1.555,0.229
1601970705488,2020-10-06T10:51:45.488,22.340,0.091,-0.244,0.213
1601970705508,2020-10-06T10:51:45.508,22.360,-0.061,-0.762,0.320
1601970705528,2020-10-06T10:51:45.528,22.380,-0.229,-1.067,0.427
1601970705548,2020-10-06T10:51:45.548,22.400,-0.473,-1.738,0.381
1601970705568,2020-10-06T10:51:45.568,22.420,-0.030,-0.534,0.320
1601970705588,2020-10-06T10:51:45.588,22.440,0.046,0.030,0.305
1601970705608,2020-10-06T10:51:45.608,22.460,-0.168,-0.396,0.320
1601970705628,2020-10-06T10:51:45.628,22.480,-0.107,-0.610,0.290
1601970705648,2020-10-06T10:51:45.648,22.500,-0.229,-1.555,0.305
1601970705668,2020-10-06T10:51:45.668,22.520,0.091,-0.549,0.305
1601970705688,2020-10-06T10:51:45.688,22.540,0.183,0.457,0.366
1601970705708,2020-10-06T10:51:45.708,22.560,-0.244,-1.113,0.351
1601970705728,2020-10-06T10:51:45.728,22.580,-0.412,-1.860,0.290
1601970705748,2020-10-06T10:51:45.748,22.600,0.137,-0.290,0.229
1601970705768,2020-10-06T10:51:45.768,22.620,0.305,0.579,0.213
1601970705788,2020-10-06T10:51:45.788,22.640,0.046,-0.534,0.259
1601970705808,2020-10-06T10:51:45.808,22.660,-0.213,-1.052,0.335
1601970705828,2020-10-06T10:51:45.828,22.680,-0.015,-0.473,0.351
1601970705848,2020-10-06T10:51:45.848,22.700,0.000,-0.259,0.442
1601970705868,2020-10-06T10:51:45.868,22.720,-0.244,-1.433,0.351
1601970705888,2020-10-06T10:51:45.888,22.740,-0.091,-0.915,0.229
1601970705908,2020-10-06T10:51:45.908,22.760,0.335,0.442,0.244
1601970705928,2020-10-06T10:51:45.928,22.780,0.091,0.030,0.290
1601970705948,2020-10-06T10:51:45.948,22.800,-0.168,-0.960,0.320
1601970705968,2020-10-06T10:51:45.968,22.820,-0.229,-1.250,0.366
1601970705988,2020-10-06T10:51:45.988,22.840,0.015,-0.732,0.381
1601970706008,2020-10-06T10:51:46.008,22.860,0.046,-0.518,0.244
1601970706028,2020-10-06T10:51:46.028,22.880,0.107,-0.320,0.259
1601970706048,2020-10-06T10:51:46.048,22.900,0.061,-0.518,0.183
1601970706068,2020-10-06T10:51:46.068,22.920,-0.030,-1.082,0.213
1601970706088,2020-10-06T10:51:46.088,22.940,0.091,-0.655,0.381
1601970706108,2020-10-06T10:51:46.108,22.960,0.213,-0.473,0.396
1601970706128,2020-10-06T10:51:46.128,22.980,-0.351,-1.616,0.381
1601970706148,2020-10-06T10:51:46.148,23.000,-0.076,-0.671,0.244
1601970706168,2020-10-06T10:51:46.168,23.020,0.213,0.564,0.244
1601970706188,2020-10-06T10:51:46.188,23.040,0.030,-0.671,0.183
1601970706208,2020-10-06T10:51:46.208,23.060,-0.046,-1.204,0.168
1601970706228,2020-10-06T10:51:46.228,23.080,0.290,0.488,0.305
1601970706248,2020-10-06T10:51:46.248,23.100,0.046,-0.503,0.427
1601970706268,2020-10-06T10:51:46.268,23.120,-0.579,-2.957,0.427
1601970706288,2020-10-06T10:51:46.288,23.140,-0.061,-1.006,0.335
1601970706308,2020-10-06T10:51:46.308,23.160,0.503,1.113,0.259
1601970706328,2020-10-06T10:51:46.328,23.180,0.137,-0.427,0.137
1601970706348,2020-10-06T10:51:46.348,23.200,-0.030,-0.701,0.183
1601970706368,2020-10-06T10:51:46.368,23.220,0.351,0.732,0.305
1601970706388,2020-10-06T10:51:46.388,23.240,0.000,-0.960,0.427
1601970706408,2020-10-06T10:51:46.408,23.260,-0.381,-2.348,0.366
1601970706428,2020-10-06T10:51:46.428,23.280,0.168,-0.229,0.351
1601970706448,2020-10-06T10:51:46.448,23.300,0.351,0.107,0.305
1601970706468,2020-10-06T10:51:46.468,23.320,-0.168,-0.762,0.366
1601970706488,2020-10-06T10:51:46.488,23.340,0.046,-0.366,0.320
1601970706508,2020-10-06T10:51:46.508,23.360,0.091,-0.107,0.290
1601970706528,2020-10-06T10:51:46.528,23.380,0.076,0.000,0.320
1601970706548,2020-10-06T10:51:46.548,23.400,0.107,-0.488,0.351
1601970706568,2020-10-06T10:51:46.568,23.420,-0.183,-1.570,0.381
1601970706588,2020-10-06T10:51:46.588,23.440,-0.213,-1.662,0.335
1601970706608,2020-10-06T10:51:46.608,23.460,0.305,-0.168,0.290
1601970706628,2020-10-06T10:51:46.628,23.480,0.518,0.732,0.198
1601970706648,2020-10-06T10:51:46.648,23.500,0.061,-0.396,0.259
1601970706668,2020-10-06T10:51:46.668,23.520,-0.122,-1.540,0.396
1601970706688,2020-10-06T10:51:46.688,23.540,0.015,-0.732,0.412
1601970706708,2020-10-06T10:51:46.708,23.560,0.213,-0.335,0.396
1601970706728,2020-10-06T10:51:46.728,23.580,-0.198,-1.646,0.396
1601970706748,2020-10-06T10:51:46.748,23.600,0.030,-1.098,0.305
1601970706768,2020-10-06T10:51:46.768,23.620,0.625,1.448,0.305
1601970706788,2020-10-06T10:51:46.788,23.640,0.229,0.015,0.320
1601970706808,2020-10-06T10:51:46.808,23.660,-0.305,-2.271,0.351
1601970706828,2020-10-06T10:51:46.828,23.680,0.076,-0.716,0.381
1601970706848,2020-10-06T10:51:46.848,23.700,0.290,0.137,0.351
1601970706868,2020-10-06T10:51:46.868,23.720,0.015,-0.793,0.335
1601970706888,2020-10-06T10:51:46.888,23.740,0.229,-0.290,0.274
1601970706908,2020-10-06T10:51:46.908,23.760,0.183,-0.244,0.305
1601970706928,2020-10-06T10:51:46.928,23.780,-0.076,-1.113,0.305
1601970706948,2020-10-06T10:51:46.948,23.800,0.000,-1.098,0.396
1601970706968,2020-10-06T10:51:46.968,23.820,0.168,-0.381,0.396
1601970706988,2020-10-06T10:51:46.988,23.840,0.168,-0.640,0.381
1601970707008,2020-10-06T10:51:47.008,23.860,0.122,-0.579,0.198
1601970707028,2020-10-06T10:51:47.028,23.880,0.137,-0.213,0.244
1601970707048,2020-10-06T10:51:47.048,23.900,0.046,-1.250,0.305
1601970707068,2020-10-06T10:51:47.068,23.920,0.015,-1.037,0.198
1601970707088,2020-10-06T10:51:47.088,23.940,0.381,0.198,0.305
1601970707108,2020-10-06T10:51:47.108,23.960,0.168,-0.244,0.412
1601970707128,2020-10-06T10:51:47.128,23.980,-0.366,-2.622,0.488
1601970707148,2020-10-06T10:51:47.148,24.000,-0.198,-2.485,0.381
1601970707168,2020-10-06T10:51:47.168,24.020,0.290,0.168,0.183
1601970707188,2020-10-06T10:51:47.188,24.040,0.549,1.143,0.107
1601970707208,2020-10-06T10:51:47.208,24.060,0.061,-0.716,0.229
1601970707228,2020-10-06T10:51:47.228,24.080,0.061,-1.189,0.305
1601970707248,2020-10-06T10:51:47.248,24.100,0.122,-0.625,0.442
1601970707268,2020-10-06T10:51:47.268,24.120,-0.305,-1.860,0.396
1601970707288,2020-10-06T10:51:47.288,24.140,0.046,-1.021,0.290
1601970707308,2020-10-06T10:51:47.308,24.160,0.335,0.671,0.213
1601970707328,2020-10-06T10:51:47.328,24.180,0.259,0.412,0.244
1601970707348,2020-10-06T10:51:47.348,24.200,-0.122,-1.402,0.259
1601970707368,2020-10-06T10:51:47.368,24.220,-0.076,-1.845,0.351
1601970707388,2020-10-06T10:51:47.388,24.240,0.381,0.595,0.351
1601970707408,2020-10-06T10:51:47.408,24.260,0.259,0.518,0.351
1601970707428,2020-10-06T10:51:47.428,24.280,-0.274,-1.997,0.320
1601970707448,2020-10-06T10:51:47.448,24.300,-0.137,-1.799,0.259
1601970707468,2020-10-06T10:51:47.468,24.320,0.412,0.427,0.274
1601970707488,2020-10-06T10:51:47.488,24.340,0.442,0.640,0.183
1601970707508,2020-10-06T10:51:47.508,24.360,0.030,-0.869,0.213
1601970707528,2020-10-06T10:51:47.528,24.380,-0.183,-1.082,0.305
1601970707548,2020-10-06T10:51:47.548,24.400,0.137,-0.107,0.396
1601970707568,2020-10-06T10:51:47.568,24.420,0.000,-0.503,0.427
1601970707588,2020-10-06T10:51:47.588,24.440,-0.320,-1.646,0.274
1601970707608,2020-10-06T10:51:47.608,24.460,0.015,-0.640,0.290
1601970707628,2020-10-06T10:51:47.628,24.480,0.213,0.381,0.274
1601970707648,2020-10-06T10:51:47.648,24.500,-0.030,-0.671,0.259
1601970707668,2020-10-06T10:51:47.668,24.520,-0.213,-1.250,0.305
1601970707688,2020-10-06T10:51:47.688,24.540,0.137,-0.381,0.427
1601970707708,2020-10-06T10:51:47.708,24.560,0.061,-0.549,0.412
1601970707728,2020-10-06T10:51:47.728,24.580,-0.107,-1.235,0.351
1601970707748,2020-10-06T10:51:47.748,24.600,-0.152,-0.976,0.351
1601970707768,2020-10-06T10:51:47.768,24.620,0.076,-0.610,0.335
1601970707788,2020-10-06T10:51:47.788,24.640,0.107,-0.732,0.381
1601970707808,2020-10-06T10:51:47.808,24.660,0.305,0.213,0.290
1601970707828,2020-10-06T10:51:47.828,24.680,-0.015,-0.884,0.366
1601970707848,2020-10-06T10:51:47.848,24.700,-0.534,-1.936,0.335
1601970707868,2020-10-06T10:51:47.868,24.720,0.107,0.320,0.274
1601970707888,2020-10-06T10:51:47.888,24.740,0.351,0.960,0.351
1601970707908,2020-10-06T10:51:47.908,24.760,-0.259,-1.631,0.579
1601970707928,2020-10-06T10:51:47.928,24.780,-0.549,-3.506,0.579
1601970707948,2020-10-06T10:51:47.948,24.800,-0.122,-1.616,0.320
1601970707968,2020-10-06T10:51:47.968,24.820,0.488,0.976,0.137
1601970707988,2020-10-06T10:51:47.988,24.840,0.442,1.204,0.091
1601970708008,2020-10-06T10:51:48.008,24.860,0.244,0.229,0.274
1601970708028,2020-10-06T10:51:48.028,24.880,-0.229,-1.418,0.366
1601970708048,2020-10-06T10:51:48.048,24.900,-0.503,-2.607,0.473
1601970708068,2020-10-06T10:51:48.068,24.920,-0.198,-1.463,0.412
1601970708088,2020-10-06T10:51:48.088,24.940,0.183,0.595,0.244
1601970708108,2020-10-06T10:51:48.108,24.960,0.274,0.915,0.244
1601970708128,2020-10-06T10:51:48.128,24.980,0.198,-0.183,0.290
1601970708148,2020-10-06T10:51:48.148,25.000,-0.473,-2.180,0.351
1601970708168,2020-10-06T10:51:48.168,25.020,-0.244,-0.991,0.366
1601970708188,2020-10-06T10:51:48.188,25.040,0.534,2.058,0.290
1601970708208,2020-10-06T10:51:48.208,25.060,0.046,-0.427,0.290
1601970708228,2020-10-06T10:51:48.228,25.080,-0.747,-3.521,0.366
1601970708248,2020-10-06T10:51:48.248,25.100,-0.213,-1.326,0.320
1601970708268,2020-10-06T10:51:48.268,25.120,0.564,1.845,0.213
1601970708288,2020-10-06T10:51:48.288,25.140,0.351,0.442,0.229
1601970708308,2020-10-06T10:51:48.308,25.160,-0.320,-1.829,0.274
1601970708328,2020-10-06T10:51:48.328,25.180,-0.168,-0.976,0.351
1601970708348,2020-10-06T10:51:48.348,25.200,0.152,0.137,0.396
1601970708368,2020-10-06T10:51:48.368,25.220,-0.107,-0.610,0.366
1601970708388,2020-10-06T10:51:48.388,25.240,-0.137,-0.945,0.320
1601970708408,2020-10-06T10:51:48.408,25.260,0.198,-0.076,0.320
1601970708428,2020-10-06T10:51:48.428,25.280,0.168,0.213,0.244
1601970708448,2020-10-06T10:51:48.448,25.300,-0.046,-0.838,0.320
1601970708468,2020-10-06T10:51:48.468,25.320,-0.244,-1.845,0.396
1601970708488,2020-10-06T10:51:48.488,25.340,-0.015,-0.549,0.351
1601970708508,2020-10-06T10:51:48.508,25.360,0.412,0.976,0.320
1601970708528,2020-10-06T10:51:48.528,25.380,0.168,-0.213,0.335
1601970708548,2020-10-06T10:51:48.548,25.400,-0.229,-1.357,0.412
1601970708568,2020-10-06T10:51:48.568,25.420,0.107,-0.579,0.427
1601970708588,2020-10-06T10:51:48.588,25.440,0.107,-0.579,0.396
1601970708608,2020-10-06T10:51:48.608,25.460,0.168,-0.030,0.259
1601970708628,2020-10-06T10:51:48.628,25.480,-0.046,-0.412,0.290
1601970708648,2020-10-06T10:51:48.648,25.500,-0.107,-1.463,0.305
1601970708668,2020-10-06T10:51:48.668,25.520,0.168,-0.427,0.198
1601970708688,2020-10-06T10:51:48.688,25.540,0.412,0.838,0.259
1601970708708,2020-10-06T10:51:48.708,25.560,-0.015,-0.793,0.427
1601970708728,2020-10-06T10:51:48.728,25.580,-0.518,-3.064,0.457
1601970708748,2020-10-06T10:51:48.748,25.600,0.000,-1.128,0.351
1601970708768,2020-10-06T10:51:48.768,25.620,0.503,0.976,0.137
1601970708788,2020-10-06T10:51:48.788,25.640,0.107,-0.335,0.107
1601970708808,2020-10-06T10:51:48.808,25.660,0.091,-0.732,0.213
1601970708828,2020-10-06T10:51:48.828,25.680,0.198,-0.366,0.351
1601970708848,2020-10-06T10:51:48.848,25.700,-0.351,-1.860,0.381
1601970708868,2020-10-06T10:51:48.868,25.720,-0.259,-2.073,0.366
1601970708888,2020-10-06T10:51:48.888,25.740,0.046,0.061,0.259
1601970708908,2020-10-06T10:51:48.908,25.760,0.305,0.701,0.259
1601970708928,2020-10-06T10:51:48.928,25.780,0.061,-0.610,0.305
1601970708948,2020-10-06T10:51:48.948,25.800,-0.366,-1.738,0.290
1601970708968,2020-10-06T10:51:48.968,25.820,-0.091,-1.204,0.305
1601970708988,2020-10-06T10:51:48.988,25.840,0.412,0.930,0.274
1601970709008,2020-10-06T10:51:49.008,25.860,0.168,0.152,0.320
1601970709028,2020-10-06T10:51:49.028,25.880,-0.671,-2.713,0.366
1601970709048,2020-10-06T10:51:49.048,25.900,-0.229,-1.631,0.366
1601970709068,2020-10-06T10:51:49.068,25.920,0.793,1.692,0.168
1601970709088,2020-10-06T10:51:49.088,25.940,0.320,0.183,0.198
1601970709108,2020-10-06T10:51:49.108,25.960,-0.427,-2.332,0.351
1601970709128,2020-10-06T10:51:49.128,25.980,0.046,-0.076,0.335
1601970709148,2020-10-06T10:51:49.148,26.000,0.366,0.854,0.381
1601970709168,2020-10-06T10:51:49.168,26.020,-0.366,-2.088,0.351
1601970709188,2020-10-06T10:51:49.188,26.040,-0.396,-2.119,0.305
1601970709208,2020-10-06T10:51:49.208,26.060,0.457,1.021,0.274
1601970709228,2020-10-06T10:51:49.228,26.080,0.320,0.549,0.274
1601970709248,2020-10-06T10:51:49.248,26.100,-0.290,-2.012,0.290
1601970709268,2020-10-06T10:51:49.268,26.120,-0.015,-1.082,0.290
1601970709288,2020-10-06T10:51:49.288,26.140,0.244,0.091,0.320
1601970709308,2020-10-06T10:51:49.308,26.160,-0.061,-0.732,0.274
1601970709328,2020-10-06T10:51:49.328,26.180,-0.107,-0.640,0.274
1601970709348,2020-10-06T10:51:49.348,26.200,0.198,-0.168,0.335
1601970709368,2020-10-06T10:51:49.368,26.220,0.061,-0.534,0.320
1601970709388,2020-10-06T10:51:49.388,26.240,-0.030,-0.808,0.274
1601970709408,2020-10-06T10:51:49.408,26.260,0.046,-0.168,0.244
1601970709428,2020-10-06T10:51:49.428,26.280,0.107,-0.534,0.381
1601970709448,2020-10-06T10:51:49.448,26.300,-0.046,-1.418,0.396
1601970709468,2020-10-06T10:51:49.468,26.320,-0.076,-1.311,0.396
1601970709488,2020-10-06T10:51:49.488,26.340,0.061,-0.259,0.335
1601970709508,2020-10-06T10:51:49.508,26.360,0.015,-0.823,0.274
1601970709528,2020-10-06T10:51:49.528,26.380,-0.030,-1.128,0.198
1601970709548,2020-10-06T10:51:49.548,26.400,0.335,0.015,0.274
1601970709568,2020-10-06T10:51:49.568,26.420,0.427,0.549,0.427
1601970709588,2020-10-06T10:51:49.588,26.440,0.000,-1.448,0.549
1601970709608,2020-10-06T10:51:49.608,26.460,-0.274,-2.607,0.549
1601970709628,2020-10-06T10:51:49.628,26.480,0.213,-0.442,0.396
1601970709648,2020-10-06T10:51:49.648,26.500,0.351,0.427,0.244
1601970709668,2020-10-06T10:51:49.668,26.520,0.244,-0.244,0.229
1601970709688,2020-10-06T10:51:49.688,26.540,0.351,0.000,0.290
1601970709708,2020-10-06T10:51:49.708,26.560,0.046,-1.143,0.473
1601970709728,2020-10-06T10:51:49.728,26.580,-0.427,-2.729,0.518
1601970709748,2020-10-06T10:51:49.748,26.600,-0.137,-1.265,0.381
1601970709768,2020-10-06T10:51:49.768,26.620,0.366,0.823,0.290
1601970709788,2020-10-06T10:51:49.788,26.640,0.244,0.320,0.274
1601970709808,2020-10-06T10:51:49.808,26.660,0.046,-0.899,0.320
1601970709828,2020-10-06T10:51:49.828,26.680,-0.030,-0.869,0.351
1601970709848,2020-10-06T10:51:49.848,26.700,0.152,-0.457,0.351
1601970709868,2020-10-06T10:51:49.868,26.720,0.244,0.213,0.351
1601970709888,2020-10-06T10:51:49.888,26.740,-0.015,-0.777,0.381
1601970709908,2020-10-06T10:51:49.908,26.760,-0.152,-1.357,0.351
1601970709928,2020-10-06T10:51:49.928,26.780,0.122,-0.671,0.274
1601970709948,2020-10-06T10:51:49.948,26.800,0.244,-0.442,0.274
1601970709968,2020-10-06T10:51:49.968,26.820,0.122,-0.595,0.259
1601970709988,2020-10-06T10:51:49.988,26.840,0.076,-1.006,0.335
1601970710008,2020-10-06T10:51:50.008,26.860,-0.076,-0.945,0.396
1601970710028,2020-10-06T10:51:50.028,26.880,0.015,-0.305,0.366
1601970710048,2020-10-06T10:51:50.048,26.900,0.107,-0.183,0.335
1601970710068,2020-10-06T10:51:50.068,26.920,0.000,-0.960,0.351
1601970710088,2020-10-06T10:51:50.088,26.940,-0.122,-1.357,0.335
1601970710108,2020-10-06T10:51:50.108,26.960,0.229,-0.274,0.290
1601970710128,2020-10-06T10:51:50.128,26.980,0.274,-0.213,0.259
1601970710148,2020-10-06T10:51:50.148,27.000,-0.107,-1.296,0.290
1601970710168,2020-10-06T10:51:50.168,27.020,0.030,-1.235,0.335
1601970710188,2020-10-06T10:51:50.188,27.040,0.122,-0.610,0.290
1601970710208,2020-10-06T10:51:50.208,27.060,0.030,-0.823,0.320
1601970710228,2020-10-06T10:51:50.228,27.080,0.168,-0.655,0.351
1601970710248,2020-10-06T10:51:50.248,27.100,0.137,-0.473,0.351
1601970710268,2020-10-06T10:51:50.268,27.120,-0.107,-1.204,0.274
1601970710288,2020-10-06T10:51:50.288,27.140,-0.015,-1.174,0.274
1601970710308,2020-10-06T10:51:50.308,27.160,0.366,0.229,0.305
1601970710328,2020-10-06T10:51:50.328,27.180,0.274,-0.015,0.305
1601970710348,2020-10-06T10:51:50.348,27.200,-0.244,-2.348,0.320
1601970710368,2020-10-06T10:51:50.368,27.220,-0.229,-1.829,0.290
1601970710388,2020-10-06T10:51:50.388,27.240,0.335,1.326,0.290
1601970710408,2020-10-06T10:51:50.408,27.260,0.595,1.509,0.381
1601970710428,2020-10-06T10:51:50.428,27.280,-0.427,-2.973,0.503
1601970710448,2020-10-06T10:51:50.448,27.300,-0.595,-3.720,0.366
1601970710468,2020-10-06T10:51:50.468,27.320,0.518,1.280,0.091
1601970710488,2020-10-06T10:51:50.488,27.340,0.732,2.332,0.122
1601970710508,2020-10-06T10:51:50.508,27.360,-0.107,-0.716,0.229
1601970710528,2020-10-06T10:51:50.528,27.380,-0.046,-0.915,0.396
1601970710548,2020-10-06T10:51:50.548,27.400,0.015,-0.869,0.503
1601970710568,2020-10-06T10:51:50.568,27.420,-0.381,-2.454,0.473
1601970710588,2020-10-06T10:51:50.588,27.440,-0.183,-0.960,0.335
1601970710608,2020-10-06T10:51:50.608,27.460,0.503,1.707,0.213
1601970710628,2020-10-06T10:51:50.628,27.480,0.351,0.473,0.229
1601970710648,2020-10-06T10:51:50.648,27.500,-0.427,-2.470,0.290
1601970710668,2020-10-06T10:51:50.668,27.520,-0.259,-1.784,0.396
1601970710688,2020-10-06T10:51:50.688,27.540,0.290,0.915,0.366
1601970710708,2020-10-06T10:51:50.708,27.560,0.137,-0.015,0.320
1601970710728,2020-10-06T10:51:50.728,27.580,-0.381,-2.210,0.305
1601970710748,2020-10-06T10:51:50.748,27.600,-0.015,-0.915,0.290
1601970710768,2020-10-06T10:51:50.768,27.620,0.442,0.716,0.244
1601970710788,2020-10-06T10:51:50.788,27.640,0.076,-0.137,0.320
1601970710808,2020-10-06T10:51:50.808,27.660,-0.274,-1.601,0.381
1601970710828,2020-10-06T10:51:50.828,27.680,-0.198,-1.006,0.366
1601970710848,2020-10-06T10:51:50.848,27.700,0.351,0.259,0.366
1601970710868,2020-10-06T10:51:50.868,27.720,0.000,-0.427,0.381
1601970710888,2020-10-06T10:51:50.888,27.740,-0.274,-1.463,0.412
1601970710908,2020-10-06T10:51:50.908,27.760,0.015,-0.884,0.381
1601970710928,2020-10-06T10:51:50.928,27.780,0.015,-0.732,0.366
1601970710948,2020-10-06T10:51:50.948,27.800,-0.030,-0.488,0.274
1601970710968,2020-10-06T10:51:50.968,27.820,0.183,0.518,0.274
1601970710988,2020-10-06T10:51:50.988,27.840,0.122,0.061,0.351
1601970711008,2020-10-06T10:51:51.008,27.860,-0.259,-1.860,0.412
1601970711028,2020-10-06T10:51:51.028,27.880,-0.244,-1.845,0.366
1601970711048,2020-10-06T10:51:51.048,27.900,0.259,-0.320,0.320
1601970711068,2020-10-06T10:51:51.068,27.920,0.229,0.442,0.244
1601970711088,2020-10-06T10:51:51.088,27.940,0.000,-0.168,0.274
1601970711108,2020-10-06T10:51:51.108,27.960,-0.229,-1.753,0.351
1601970711128,2020-10-06T10:51:51.128,27.980,-0.152,-1.143,0.290
1601970711148,2020-10-06T10:51:51.148,28.000,0.229,0.518,0.320
1601970711168,2020-10-06T10:51:51.168,28.020,0.198,0.579,0.427
1601970711188,2020-10-06T10:51:51.188,28.040,-0.290,-1.982,0.488
1601970711208,2020-10-06T10:51:51.208,28.060,-0.396,-2.881,0.335
1601970711228,2020-10-06T10:51:51.228,28.080,0.320,0.046,0.183
1601970711248,2020-10-06T10:51:51.248,28.100,0.488,1.052,0.183
1601970711268,2020-10-06T10:51:51.268,28.120,-0.030,-0.579,0.244
1601970711288,2020-10-06T10:51:51.288,28.140,-0.122,-1.098,0.335
1601970711308,2020-10-06T10:51:51.308,28.160,-0.046,-1.006,0.412
1601970711328,2020-10-06T10:51:51.328,28.180,-0.091,-1.037,0.335
1601970711348,2020-10-06T10:51:51.348,28.200,-0.061,-0.716,0.320
1601970711368,2020-10-06T10:51:51.368,28.220,0.107,0.396,0.290
1601970711388,2020-10-06T10:51:51.388,28.240,0.305,0.457,0.320
1601970711408,2020-10-06T10:51:51.408,28.260,-0.351,-1.723,0.381
1601970711428,2020-10-06T10:51:51.428,28.280,-0.412,-2.378,0.335
1601970711448,2020-10-06T10:51:51.448,28.300,0.335,0.655,0.305
1601970711468,2020-10-06T10:51:51.468,28.320,0.488,1.387,0.290
1601970711488,2020-10-06T10:51:51.488,28.340,-0.473,-2.043,0.305
1601970711508,2020-10-06T10:51:51.508,28.360,-0.595,-2.957,0.366
1601970711528,2020-10-06T10:51:51.528,28.380,0.351,0.655,0.244
1601970711548,2020-10-06T10:51:51.548,28.400,0.671,1.585,0.183
1601970711568,2020-10-06T10:51:51.568,28.420,-0.229,-1.265,0.213
1601970711588,2020-10-06T10:51:51.588,28.440,-0.320,-1.433,0.335
1601970711608,2020-10-06T10:51:51.608,28.460,0.183,0.320,0.351
1601970711628,2020-10-06T10:51:51.628,28.480,0.107,-0.808,0.320
1601970711648,2020-10-06T10:51:51.648,28.500,-0.381,-2.576,0.335
1601970711668,2020-10-06T10:51:51.668,28.520,-0.030,-0.473,0.274
1601970711688,2020-10-06T10:51:51.688,28.540,0.503,1.921,0.259
1601970711708,2020-10-06T10:51:51.708,28.560,0.137,-0.107,0.198
1601970711728,2020-10-06T10:51:51.728,28.580,-0.488,-2.927,0.335
1601970711748,2020-10-06T10:51:51.748,28.600,-0.183,-1.692,0.366
1601970711768,2020-10-06T10:51:51.768,28.620,0.305,0.991,0.290
1601970711788,2020-10-06T10:51:51.788,28.640,0.229,0.610,0.213
1601970711808,2020-10-06T10:51:51.808,28.660,-0.107,-0.945,0.259
1601970711828,2020-10-06T10:51:51.828,28.680,-0.046,-1.280,0.412
1601970711848,2020-10-06T10:51:51.848,28.700,0.091,-1.067,0.366
1601970711868,2020-10-06T10:51:51.868,28.720,-0.198,-1.540,0.366
1601970711888,2020-10-06T10:51:51.888,28.740,0.152,0.198,0.213
