epoch (ms),time (06:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1601970729948,2020-10-06T10:52:09.948,46.800,0.030,-0.335,0.274
1601970729968,2020-10-06T10:52:09.968,46.820,-0.198,-2.287,0.244
1601970729988,2020-10-06T10:52:09.988,46.840,0.473,1.296,0.274
1601970730008,2020-10-06T10:52:10.008,46.860,0.442,1.189,0.427
1601970730028,2020-10-06T10:52:10.028,46.880,-0.732,-2.912,0.457
1601970730048,2020-10-06T10:52:10.048,46.900,-0.610,-3.018,0.473
1601970730068,2020-10-06T10:52:10.068,46.920,-0.061,-0.381,0.396
1601970730088,2020-10-06T10:52:10.088,46.940,0.412,1.662,0.244
1601970730108,2020-10-06T10:52:10.108,46.960,0.320,0.000,0.259
1601970730128,2020-10-06T10:52:10.128,46.980,-0.579,-3.643,0.152
1601970730148,2020-10-06T10:52:10.148,47.000,0.595,0.457,0.030
1601970730168,2020-10-06T10:52:10.168,47.020,1.814,5.244,0.107
1601970730188,2020-10-06T10:52:10.188,47.040,0.274,-0.122,0.198
1601970730208,2020-10-06T10:52:10.208,47.060,-1.052,-5.030,0.457
1601970730228,2020-10-06T10:52:10.228,47.080,-0.030,-1.235,0.549
1601970730248,2020-10-06T10:52:10.248,47.100,0.442,1.052,0.442
1601970730268,2020-10-06T10:52:10.268,47.120,-0.137,-0.671,0.518
1601970730288,2020-10-06T10:52:10.288,47.140,-0.290,-1.174,0.854
1601970730308,2020-10-06T10:52:10.308,47.160,-0.488,-1.585,0.808
1601970730328,2020-10-06T10:52:10.328,47.180,-0.945,-4.040,0.793
1601970730348,2020-10-06T10:52:10.348,47.200,-2.729,-13.064,1.067
1601970730368,2020-10-06T10:52:10.368,47.220,-0.747,-1.555,0.823
1601970730388,2020-10-06T10:52:10.388,47.240,2.668,10.701,1.113
1601970730408,2020-10-06T10:52:10.408,47.260,-1.067,-2.363,1.265
1601970730428,2020-10-06T10:52:10.428,47.280,-3.354,-10.610,1.235
1601970730448,2020-10-06T10:52:10.448,47.300,-0.869,-2.881,1.387
1601970730468,2020-10-06T10:52:10.468,47.320,0.259,1.387,1.128
1601970730488,2020-10-06T10:52:10.488,47.340,-0.808,-3.369,0.610
1601970730508,2020-10-06T10:52:10.508,47.360,-0.442,-2.729,0.061
1601970730528,2020-10-06T10:52:10.528,47.380,1.265,3.811,-0.229
1601970730548,2020-10-06T10:52:10.548,47.400,1.098,3.323,-0.213
1601970730568,2020-10-06T10:52:10.568,47.420,-0.442,-2.713,-0.061
1601970730588,2020-10-06T10:52:10.588,47.440,-0.213,-1.021,0.076
1601970730608,2020-10-06T10:52:10.608,47.460,0.274,0.899,0.213
1601970730628,2020-10-06T10:52:10.628,47.480,-0.274,-2.271,0.305
1601970730648,2020-10-06T10:52:10.648,47.500,-0.030,-2.043,0.152
1601970730668,2020-10-06T10:52:10.668,47.520,0.808,2.119,0.122
1601970730688,2020-10-06T10:52:10.688,47.540,0.488,1.524,0.107
1601970730708,2020-10-06T10:52:10.708,47.560,-0.610,-1.997,0.198
1601970730728,2020-10-06T10:52:10.728,47.580,-0.198,-0.747,0.366
1601970730748,2020-10-06T10:52:10.748,47.600,0.229,-0.107,0.473
1601970730768,2020-10-06T10:52:10.768,47.620,-0.351,-2.256,0.412
1601970730788,2020-10-06T10:52:10.788,47.640,-0.412,-1.692,0.030
1601970730808,2020-10-06T10:52:10.808,47.660,-0.259,-1.814,-0.396
1601970730828,2020-10-06T10:52:10.828,47.680,0.427,-0.732,-0.671
1601970730848,2020-10-06T10:52:10.848,47.700,1.509,4.314,-0.701
1601970730868,2020-10-06T10:52:10.868,47.720,1.387,4.970,-0.137
1601970730888,2020-10-06T10:52:10.888,47.740,-0.747,-3.720,0.442
1601970730908,2020-10-06T10:52:10.908,47.760,-1.616,-7.622,0.732
1601970730928,2020-10-06T10:52:10.928,47.780,0.244,-0.320,0.595
1601970730948,2020-10-06T10:52:10.948,47.800,0.869,2.698,0.366
1601970730968,2020-10-06T10:52:10.968,47.820,-0.534,-2.073,0.274
1601970730988,2020-10-06T10:52:10.988,47.840,-0.412,-1.738,0.290
1601970731008,2020-10-06T10:52:11.008,47.860,0.518,1.296,0.488
1601970731028,2020-10-06T10:52:11.028,47.880,-0.015,-0.640,0.610
1601970731048,2020-10-06T10:52:11.048,47.900,-0.244,-0.869,0.762
1601970731068,2020-10-06T10:52:11.068,47.920,0.046,-0.168,0.899
1601970731088,2020-10-06T10:52:11.088,47.940,-0.564,-3.049,0.808
1601970731108,2020-10-06T10:52:11.108,47.960,-0.854,-4.314,0.732
1601970731128,2020-10-06T10:52:11.128,47.980,0.000,-0.274,0.549
1601970731148,2020-10-06T10:52:11.148,48.000,0.457,1.814,0.396
1601970731168,2020-10-06T10:52:11.168,48.020,-0.335,-2.348,0.701
1601970731188,2020-10-06T10:52:11.188,48.040,-1.037,-4.543,0.808
1601970731208,2020-10-06T10:52:11.208,48.060,-0.107,-1.235,0.854
1601970731228,2020-10-06T10:52:11.228,48.080,0.168,-0.351,0.686
1601970731248,2020-10-06T10:52:11.248,48.100,-0.244,-2.149,0.442
1601970731268,2020-10-06T10:52:11.268,48.120,0.396,-0.107,0.320
1601970731288,2020-10-06T10:52:11.288,48.140,0.701,1.098,0.381
1601970731308,2020-10-06T10:52:11.308,48.160,0.030,-1.143,0.488
1601970731328,2020-10-06T10:52:11.328,48.180,-0.091,-1.052,0.503
1601970731348,2020-10-06T10:52:11.348,48.200,-0.229,-1.113,0.473
1601970731368,2020-10-06T10:52:11.368,48.220,-0.488,-2.302,0.366
1601970731388,2020-10-06T10:52:11.388,48.240,0.259,0.701,0.061
1601970731408,2020-10-06T10:52:11.408,48.260,0.869,3.277,-0.396
1601970731428,2020-10-06T10:52:11.428,48.280,0.732,1.570,-0.534
1601970731448,2020-10-06T10:52:11.448,48.300,0.716,0.290,-0.412
1601970731468,2020-10-06T10:52:11.468,48.320,0.396,-0.610,-0.030
1601970731488,2020-10-06T10:52:11.488,48.340,-0.213,-1.357,0.366
1601970731508,2020-10-06T10:52:11.508,48.360,-0.503,-1.463,0.381
1601970731528,2020-10-06T10:52:11.528,48.380,-0.290,-0.976,0.351
1601970731548,2020-10-06T10:52:11.548,48.400,0.381,0.762,0.351
1601970731568,2020-10-06T10:52:11.568,48.420,0.488,1.037,0.335
1601970731588,2020-10-06T10:52:11.588,48.440,-0.229,-0.945,0.442
1601970731608,2020-10-06T10:52:11.608,48.460,-0.137,-0.960,0.412
1601970731628,2020-10-06T10:52:11.628,48.480,0.152,-0.076,0.274
1601970731648,2020-10-06T10:52:11.648,48.500,-0.030,-1.905,0.183
1601970731668,2020-10-06T10:52:11.668,48.520,0.046,-1.616,0.122
1601970731688,2020-10-06T10:52:11.688,48.540,0.655,1.585,0.198
1601970731708,2020-10-06T10:52:11.708,48.560,0.549,1.448,0.335
1601970731728,2020-10-06T10:52:11.728,48.580,-0.564,-3.338,0.335
1601970731748,2020-10-06T10:52:11.748,48.600,-0.381,-2.668,0.351
1601970731768,2020-10-06T10:52:11.768,48.620,0.701,1.814,0.335
1601970731788,2020-10-06T10:52:11.788,48.640,0.351,1.265,0.366
1601970731808,2020-10-06T10:52:11.808,48.660,-0.534,-1.524,0.396
1601970731828,2020-10-06T10:52:11.828,48.680,-0.244,-0.884,0.503
1601970731848,2020-10-06T10:52:11.848,48.700,0.015,-0.534,0.671
1601970731868,2020-10-06T10:52:11.868,48.720,-0.412,-2.027,0.793
1601970731888,2020-10-06T10:52:11.888,48.740,-0.579,-2.485,0.793
1601970731908,2020-10-06T10:52:11.908,48.760,0.107,0.046,0.549
1601970731928,2020-10-06T10:52:11.928,48.780,0.290,0.960,0.335
1601970731948,2020-10-06T10:52:11.948,48.800,-0.168,-1.311,0.229
1601970731968,2020-10-06T10:52:11.968,48.820,0.030,-1.021,0.229
1601970731988,2020-10-06T10:52:11.988,48.840,0.595,1.357,0.229
1601970732008,2020-10-06T10:52:12.008,48.860,0.305,-0.274,0.244
1601970732028,2020-10-06T10:52:12.028,48.880,-0.290,-2.637,0.213
1601970732048,2020-10-06T10:52:12.048,48.900,0.412,-0.518,0.137
1601970732068,2020-10-06T10:52:12.068,48.920,0.808,1.463,0.076
1601970732088,2020-10-06T10:52:12.088,48.940,0.305,-0.152,0.152
1601970732108,2020-10-06T10:52:12.108,48.960,-0.122,-1.280,0.259
1601970732128,2020-10-06T10:52:12.128,48.980,0.152,-0.732,0.366
1601970732148,2020-10-06T10:52:12.148,49.000,0.122,-0.869,0.335
1601970732168,2020-10-06T10:52:12.168,49.020,0.229,-0.793,0.396
1601970732188,2020-10-06T10:52:12.188,49.040,0.244,-0.518,0.351
1601970732208,2020-10-06T10:52:12.208,49.060,0.076,-0.823,0.320
1601970732228,2020-10-06T10:52:12.228,49.080,0.046,-1.265,0.335
1601970732248,2020-10-06T10:52:12.248,49.100,0.213,-0.488,0.198
1601970732268,2020-10-06T10:52:12.268,49.120,0.229,-0.137,0.229
1601970732288,2020-10-06T10:52:12.288,49.140,0.000,-1.128,0.366
1601970732308,2020-10-06T10:52:12.308,49.160,0.046,-0.808,0.366
1601970732328,2020-10-06T10:52:12.328,49.180,0.229,-0.168,0.335
1601970732348,2020-10-06T10:52:12.348,49.200,-0.046,-0.823,0.351
1601970732368,2020-10-06T10:52:12.368,49.220,0.122,-1.082,0.366
1601970732388,2020-10-06T10:52:12.388,49.240,0.046,-1.540,0.366
1601970732408,2020-10-06T10:52:12.408,49.260,0.122,-0.838,0.305
1601970732428,2020-10-06T10:52:12.428,49.280,0.381,0.732,0.244
1601970732448,2020-10-06T10:52:12.448,49.300,0.122,-0.595,0.213
1601970732468,2020-10-06T10:52:12.468,49.320,-0.122,-1.814,0.183
1601970732488,2020-10-06T10:52:12.488,49.340,0.381,0.427,0.244
1601970732508,2020-10-06T10:52:12.508,49.360,0.366,0.777,0.412
1601970732528,2020-10-06T10:52:12.528,49.380,-0.061,-1.540,0.579
1601970732548,2020-10-06T10:52:12.548,49.400,-0.518,-3.506,0.579
1601970732568,2020-10-06T10:52:12.568,49.420,-0.137,-1.860,0.427
1601970732588,2020-10-06T10:52:12.588,49.440,0.412,0.716,0.152
1601970732608,2020-10-06T10:52:12.608,49.460,0.290,-0.259,-0.015
1601970732628,2020-10-06T10:52:12.628,49.480,0.000,-1.997,0.076
1601970732648,2020-10-06T10:52:12.648,49.500,0.442,-0.152,0.198
1601970732668,2020-10-06T10:52:12.668,49.520,0.244,0.229,0.213
1601970732688,2020-10-06T10:52:12.688,49.540,-0.534,-2.134,0.290
1601970732708,2020-10-06T10:52:12.708,49.560,-0.015,-0.396,0.351
1601970732728,2020-10-06T10:52:12.728,49.580,0.351,1.082,0.320
1601970732748,2020-10-06T10:52:12.748,49.600,-0.076,-1.189,0.335
1601970732768,2020-10-06T10:52:12.768,49.620,-0.183,-1.753,0.366
1601970732788,2020-10-06T10:52:12.788,49.640,0.320,0.305,0.412
1601970732808,2020-10-06T10:52:12.808,49.660,0.000,-0.396,0.396
1601970732828,2020-10-06T10:52:12.828,49.680,-0.488,-1.951,0.366
1601970732848,2020-10-06T10:52:12.848,49.700,-0.030,-0.976,0.351
1601970732868,2020-10-06T10:52:12.868,49.720,0.244,0.107,0.305
1601970732888,2020-10-06T10:52:12.888,49.740,0.152,-0.396,0.229
1601970732908,2020-10-06T10:52:12.908,49.760,-0.061,-1.235,0.305
1601970732928,2020-10-06T10:52:12.928,49.780,-0.107,-1.021,0.320
1601970732948,2020-10-06T10:52:12.948,49.800,0.107,-0.442,0.351
1601970732968,2020-10-06T10:52:12.968,49.820,0.015,-0.854,0.473
1601970732988,2020-10-06T10:52:12.988,49.840,-0.198,-1.479,0.442
1601970733008,2020-10-06T10:52:13.008,49.860,-0.198,-1.357,0.351
1601970733028,2020-10-06T10:52:13.028,49.880,-0.076,-0.625,0.381
1601970733048,2020-10-06T10:52:13.048,49.900,0.061,-0.335,0.351
1601970733068,2020-10-06T10:52:13.068,49.920,-0.107,-0.686,0.335
1601970733088,2020-10-06T10:52:13.088,49.940,-0.290,-0.945,0.381
1601970733108,2020-10-06T10:52:13.108,49.960,-0.198,-0.701,0.412
1601970733128,2020-10-06T10:52:13.128,49.980,0.213,0.152,0.381
1601970733148,2020-10-06T10:52:13.148,50.000,0.030,-0.442,0.305
1601970733168,2020-10-06T10:52:13.168,50.020,-0.259,-1.555,0.335
1601970733188,2020-10-06T10:52:13.188,50.040,-0.137,-0.793,0.351
1601970733208,2020-10-06T10:52:13.208,50.060,0.290,0.137,0.259
1601970733228,2020-10-06T10:52:13.228,50.080,0.046,-0.564,0.244
1601970733248,2020-10-06T10:52:13.248,50.100,-0.259,-1.402,0.335
1601970733268,2020-10-06T10:52:13.268,50.120,-0.015,-0.640,0.488
1601970733288,2020-10-06T10:52:13.288,50.140,-0.091,-1.524,0.457
1601970733308,2020-10-06T10:52:13.308,50.160,-0.152,-2.027,0.305
1601970733328,2020-10-06T10:52:13.328,50.180,0.229,0.229,0.183
1601970733348,2020-10-06T10:52:13.348,50.200,0.366,1.052,0.076
1601970733368,2020-10-06T10:52:13.368,50.220,-0.091,-0.732,0.183
1601970733388,2020-10-06T10:52:13.388,50.240,-0.107,-1.220,0.305
1601970733408,2020-10-06T10:52:13.408,50.260,0.000,-0.823,0.442
1601970733428,2020-10-06T10:52:13.428,50.280,-0.198,-1.357,0.488
1601970733448,2020-10-06T10:52:13.448,50.300,-0.030,-1.265,0.381
1601970733468,2020-10-06T10:52:13.468,50.320,0.579,-1.204,0.137
1601970733488,2020-10-06T10:52:13.488,50.340,0.488,-4.985,-0.335
1601970733508,2020-10-06T10:52:13.508,50.360,-4.543,-21.494,0.823
1601970733528,2020-10-06T10:52:13.528,50.380,-3.841,-15.960,0.808
1601970733548,2020-10-06T10:52:13.548,50.400,3.811,14.771,0.381
1601970733568,2020-10-06T10:52:13.568,50.420,4.040,15.488,-0.076
1601970733588,2020-10-06T10:52:13.588,50.440,-2.424,-9.848,-0.030
1601970733608,2020-10-06T10:52:13.608,50.460,-3.034,-11.250,0.305
1601970733628,2020-10-06T10:52:13.628,50.480,2.378,9.207,0.473
1601970733648,2020-10-06T10:52:13.648,50.500,2.119,8.933,0.274
1601970733668,2020-10-06T10:52:13.668,50.520,-1.418,-5.671,0.229
1601970733688,2020-10-06T10:52:13.688,50.540,-0.899,-3.918,0.259
1601970733708,2020-10-06T10:52:13.708,50.560,1.128,3.918,0.396
1601970733728,2020-10-06T10:52:13.728,50.580,-0.076,-0.960,0.381
1601970733748,2020-10-06T10:52:13.748,50.600,-1.021,-5.076,0.366
1601970733768,2020-10-06T10:52:13.768,50.620,0.183,0.366,0.351
1601970733788,2020-10-06T10:52:13.788,50.640,0.777,2.912,0.244
1601970733808,2020-10-06T10:52:13.808,50.660,0.091,-0.107,0.152
1601970733828,2020-10-06T10:52:13.828,50.680,-0.076,-1.128,0.320
1601970733848,2020-10-06T10:52:13.848,50.700,-0.015,-1.098,0.457
1601970733868,2020-10-06T10:52:13.868,50.720,-0.229,-2.210,0.473
1601970733888,2020-10-06T10:52:13.888,50.740,-0.381,-2.317,0.427
1601970733908,2020-10-06T10:52:13.908,50.760,0.259,0.427,0.305
1601970733928,2020-10-06T10:52:13.928,50.780,0.595,1.768,0.290
1601970733948,2020-10-06T10:52:13.948,50.800,0.229,0.549,0.229
1601970733968,2020-10-06T10:52:13.968,50.820,-0.076,-0.884,0.290
1601970733988,2020-10-06T10:52:13.988,50.840,-0.152,-1.799,0.335
1601970734008,2020-10-06T10:52:14.008,50.860,0.107,-0.595,0.274
1601970734028,2020-10-06T10:52:14.028,50.880,0.396,1.204,0.274
1601970734048,2020-10-06T10:52:14.048,50.900,0.320,1.021,0.366
1601970734068,2020-10-06T10:52:14.068,50.920,-0.168,-1.463,0.412
1601970734088,2020-10-06T10:52:14.088,50.940,-0.137,-1.875,0.457
1601970734108,2020-10-06T10:52:14.108,50.960,0.122,-0.381,0.366
1601970734128,2020-10-06T10:52:14.128,50.980,0.076,0.122,0.244
1601970734148,2020-10-06T10:52:14.148,51.000,0.137,0.320,0.244
1601970734168,2020-10-06T10:52:14.168,51.020,0.259,0.503,0.229
1601970734188,2020-10-06T10:52:14.188,51.040,0.046,-0.732,0.335
1601970734208,2020-10-06T10:52:14.208,51.060,-0.335,-2.409,0.442
1601970734228,2020-10-06T10:52:14.228,51.080,0.015,-0.564,0.381
1601970734248,2020-10-06T10:52:14.248,51.100,0.335,1.037,0.305
1601970734268,2020-10-06T10:52:14.268,51.120,-0.030,-0.381,0.213
1601970734288,2020-10-06T10:52:14.288,51.140,-0.061,-1.113,0.335
1601970734308,2020-10-06T10:52:14.308,51.160,-0.107,-1.143,0.366
1601970734328,2020-10-06T10:52:14.328,51.180,-0.107,-0.854,0.305
1601970734348,2020-10-06T10:52:14.348,51.200,0.320,0.534,0.320
1601970734368,2020-10-06T10:52:14.368,51.220,0.244,0.046,0.290
1601970734388,2020-10-06T10:52:14.388,51.240,-0.457,-2.332,0.366
1601970734408,2020-10-06T10:52:14.408,51.260,-0.046,-0.808,0.274
1601970734428,2020-10-06T10:52:14.428,51.280,0.838,2.088,0.244
1601970734448,2020-10-06T10:52:14.448,51.300,0.274,0.168,0.229
1601970734468,2020-10-06T10:52:14.468,51.320,-0.335,-2.073,0.305
1601970734488,2020-10-06T10:52:14.488,51.340,-0.152,-0.945,0.412
1601970734508,2020-10-06T10:52:14.508,51.360,0.183,-0.076,0.381
1601970734528,2020-10-06T10:52:14.528,51.380,-0.183,-2.027,0.366
1601970734548,2020-10-06T10:52:14.548,51.400,-0.137,-2.287,0.320
1601970734568,2020-10-06T10:52:14.568,51.420,0.168,-0.747,0.229
1601970734588,2020-10-06T10:52:14.588,51.440,-0.046,-0.762,0.244
1601970734608,2020-10-06T10:52:14.608,51.460,0.091,-0.351,0.213
1601970734628,2020-10-06T10:52:14.628,51.480,0.366,0.091,0.183
1601970734648,2020-10-06T10:52:14.648,51.500,-0.061,-0.732,0.183
1601970734668,2020-10-06T10:52:14.668,51.520,0.137,-0.366,0.229
1601970734688,2020-10-06T10:52:14.688,51.540,0.320,0.488,0.274
1601970734708,2020-10-06T10:52:14.708,51.560,-0.046,-0.960,0.396
1601970734728,2020-10-06T10:52:14.728,51.580,-0.290,-1.784,0.473
1601970734748,2020-10-06T10:52:14.748,51.600,0.137,-0.732,0.351
1601970734768,2020-10-06T10:52:14.768,51.620,0.351,-0.427,0.351
1601970734788,2020-10-06T10:52:14.788,51.640,-0.030,-1.220,0.290
1601970734808,2020-10-06T10:52:14.808,51.660,0.183,-0.640,0.274
1601970734828,2020-10-06T10:52:14.828,51.680,0.427,0.442,0.274
1601970734848,2020-10-06T10:52:14.848,51.700,0.259,-0.076,0.320
1601970734868,2020-10-06T10:52:14.868,51.720,0.030,-0.716,0.457
1601970734888,2020-10-06T10:52:14.888,51.740,-0.015,-1.387,0.457
1601970734908,2020-10-06T10:52:14.908,51.760,-0.213,-1.753,0.457
1601970734928,2020-10-06T10:52:14.928,51.780,0.152,-0.686,0.290
1601970734948,2020-10-06T10:52:14.948,51.800,0.396,0.351,0.229
1601970734968,2020-10-06T10:52:14.968,51.820,0.152,-0.549,0.274
1601970734988,2020-10-06T10:52:14.988,51.840,0.183,-0.244,0.305
1601970735008,2020-10-06T10:52:15.008,51.860,0.137,-0.107,0.396
1601970735028,2020-10-06T10:52:15.028,51.880,-0.183,-1.555,0.473
1601970735048,2020-10-06T10:52:15.048,51.900,-0.152,-1.890,0.442
1601970735068,2020-10-06T10:52:15.068,51.920,0.137,-0.351,0.351
1601970735088,2020-10-06T10:52:15.088,51.940,0.198,0.564,0.274
1601970735108,2020-10-06T10:52:15.108,51.960,0.229,0.030,0.305
1601970735128,2020-10-06T10:52:15.128,51.980,-0.122,-1.936,0.457
1601970735148,2020-10-06T10:52:15.148,52.000,0.061,-0.701,0.457
1601970735168,2020-10-06T10:52:15.168,52.020,0.290,0.412,0.381
1601970735188,2020-10-06T10:52:15.188,52.040,-0.274,-1.966,0.412
1601970735208,2020-10-06T10:52:15.208,52.060,-0.168,-1.448,0.213
1601970735228,2020-10-06T10:52:15.228,52.080,0.518,0.884,0.152
1601970735248,2020-10-06T10:52:15.248,52.100,0.168,-0.366,0.229
1601970735268,2020-10-06T10:52:15.268,52.120,-0.122,-1.585,0.305
1601970735288,2020-10-06T10:52:15.288,52.140,0.122,-0.579,0.366
1601970735308,2020-10-06T10:52:15.308,52.160,0.122,-0.381,0.366
1601970735328,2020-10-06T10:52:15.328,52.180,-0.061,-0.869,0.412
1601970735348,2020-10-06T10:52:15.348,52.200,0.076,-0.549,0.381
1601970735368,2020-10-06T10:52:15.368,52.220,0.137,-0.747,0.320
1601970735388,2020-10-06T10:52:15.388,52.240,-0.122,-1.723,0.366
1601970735408,2020-10-06T10:52:15.408,52.260,0.061,-0.732,0.427
1601970735428,2020-10-06T10:52:15.428,52.280,0.290,0.686,0.381
1601970735448,2020-10-06T10:52:15.448,52.300,0.183,-0.152,0.335
1601970735468,2020-10-06T10:52:15.468,52.320,-0.244,-1.662,0.427
1601970735488,2020-10-06T10:52:15.488,52.340,-0.320,-1.479,0.442
1601970735508,2020-10-06T10:52:15.508,52.360,0.229,0.183,0.320
1601970735528,2020-10-06T10:52:15.528,52.380,0.442,0.290,0.290
1601970735548,2020-10-06T10:52:15.548,52.400,0.046,-1.189,0.305
1601970735568,2020-10-06T10:52:15.568,52.420,-0.152,-1.280,0.351
1601970735588,2020-10-06T10:52:15.588,52.440,-0.290,-1.570,0.366
1601970735608,2020-10-06T10:52:15.608,52.460,0.061,-0.655,0.259
1601970735628,2020-10-06T10:52:15.628,52.480,0.381,1.021,0.244
1601970735648,2020-10-06T10:52:15.648,52.500,0.076,0.076,0.412
1601970735668,2020-10-06T10:52:15.668,52.520,-0.396,-2.470,0.579
1601970735688,2020-10-06T10:52:15.688,52.540,-0.305,-2.698,0.412
1601970735708,2020-10-06T10:52:15.708,52.560,0.320,0.122,0.274
1601970735728,2020-10-06T10:52:15.728,52.580,0.473,1.372,0.244
1601970735748,2020-10-06T10:52:15.748,52.600,0.213,-0.259,0.290
1601970735768,2020-10-06T10:52:15.768,52.620,-0.229,-1.418,0.381
1601970735788,2020-10-06T10:52:15.788,52.640,-0.290,-1.265,0.396
1601970735808,2020-10-06T10:52:15.808,52.660,-0.366,-1.418,0.503
1601970735828,2020-10-06T10:52:15.828,52.680,-0.152,-1.159,0.396
1601970735848,2020-10-06T10:52:15.848,52.700,0.396,0.701,0.259
1601970735868,2020-10-06T10:52:15.868,52.720,0.381,0.503,0.290
1601970735888,2020-10-06T10:52:15.888,52.740,-0.152,-1.799,0.396
1601970735908,2020-10-06T10:52:15.908,52.760,-0.259,-1.799,0.442
1601970735928,2020-10-06T10:52:15.928,52.780,0.107,0.122,0.381
1601970735948,2020-10-06T10:52:15.948,52.800,0.076,0.061,0.320
1601970735968,2020-10-06T10:52:15.968,52.820,-0.076,-0.610,0.259
1601970735988,2020-10-06T10:52:15.988,52.840,0.076,-0.518,0.229
1601970736008,2020-10-06T10:52:16.008,52.860,0.000,-0.838,0.259
1601970736028,2020-10-06T10:52:16.028,52.880,-0.076,-0.945,0.259
1601970736048,2020-10-06T10:52:16.048,52.900,-0.076,-0.777,0.381
1601970736068,2020-10-06T10:52:16.068,52.920,-0.046,-0.244,0.351
1601970736088,2020-10-06T10:52:16.088,52.940,0.091,-0.152,0.320
1601970736108,2020-10-06T10:52:16.108,52.960,-0.091,-1.082,0.320
1601970736128,2020-10-06T10:52:16.128,52.980,-0.152,-1.692,0.381
1601970736148,2020-10-06T10:52:16.148,53.000,0.107,-0.655,0.366
1601970736168,2020-10-06T10:52:16.168,53.020,0.259,0.381,0.259
1601970736188,2020-10-06T10:52:16.188,53.040,-0.046,-0.534,0.198
1601970736208,2020-10-06T10:52:16.208,53.060,-0.320,-1.829,0.274
1601970736228,2020-10-06T10:52:16.228,53.080,-0.122,-1.113,0.290
1601970736248,2020-10-06T10:52:16.248,53.100,0.152,0.168,0.290
1601970736268,2020-10-06T10:52:16.268,53.120,0.030,-0.412,0.274
1601970736288,2020-10-06T10:52:16.288,53.140,-0.076,-0.777,0.274
1601970736308,2020-10-06T10:52:16.308,53.160,0.229,-0.427,0.274
1601970736328,2020-10-06T10:52:16.328,53.180,0.030,-0.808,0.183
1601970736348,2020-10-06T10:52:16.348,53.200,-0.046,-0.686,0.259
1601970736368,2020-10-06T10:52:16.368,53.220,0.046,-1.006,0.335
1601970736388,2020-10-06T10:52:16.388,53.240,-0.061,-0.945,0.244
1601970736408,2020-10-06T10:52:16.408,53.260,0.229,0.488,0.259
1601970736428,2020-10-06T10:52:16.428,53.280,0.229,0.473,0.396
1601970736448,2020-10-06T10:52:16.448,53.300,-0.366,-2.271,0.503
1601970736468,2020-10-06T10:52:16.468,53.320,-0.335,-2.576,0.442
1601970736488,2020-10-06T10:52:16.488,53.340,0.183,0.229,0.274
1601970736508,2020-10-06T10:52:16.508,53.360,0.396,1.067,0.198
1601970736528,2020-10-06T10:52:16.528,53.380,-0.015,-0.122,0.213
1601970736548,2020-10-06T10:52:16.548,53.400,0.198,0.793,0.229
1601970736568,2020-10-06T10:52:16.568,53.420,0.198,1.159,0.320
1601970736588,2020-10-06T10:52:16.588,53.440,-0.259,-1.601,0.381
1601970736608,2020-10-06T10:52:16.608,53.460,-0.320,-2.012,0.412
1601970736628,2020-10-06T10:52:16.628,53.480,0.320,0.351,0.320
1601970736648,2020-10-06T10:52:16.648,53.500,0.351,0.838,0.290
1601970736668,2020-10-06T10:52:16.668,53.520,-0.061,-1.220,0.335
1601970736688,2020-10-06T10:52:16.688,53.540,-0.290,-1.966,0.381
1601970736708,2020-10-06T10:52:16.708,53.560,0.198,-0.183,0.381
1601970736728,2020-10-06T10:52:16.728,53.580,0.137,0.320,0.381
1601970736748,2020-10-06T10:52:16.748,53.600,-0.381,-1.662,0.351
1601970736768,2020-10-06T10:52:16.768,53.620,-0.168,-1.357,0.335
1601970736788,2020-10-06T10:52:16.788,53.640,0.320,0.549,0.274
1601970736808,2020-10-06T10:52:16.808,53.660,0.351,0.488,0.213
1601970736828,2020-10-06T10:52:16.828,53.680,0.061,-0.655,0.290
1601970736848,2020-10-06T10:52:16.848,53.700,-0.122,-1.280,0.366
1601970736868,2020-10-06T10:52:16.868,53.720,-0.046,-0.716,0.442
1601970736888,2020-10-06T10:52:16.888,53.740,0.000,-0.122,0.427
1601970736908,2020-10-06T10:52:16.908,53.760,-0.107,-1.372,0.427
1601970736928,2020-10-06T10:52:16.928,53.780,-0.137,-1.372,0.335
1601970736948,2020-10-06T10:52:16.948,53.800,0.564,1.296,0.229
1601970736968,2020-10-06T10:52:16.968,53.820,0.198,-0.351,0.320
1601970736988,2020-10-06T10:52:16.988,53.840,-0.534,-3.155,0.366
1601970737008,2020-10-06T10:52:17.008,53.860,-0.046,-0.823,0.320
1601970737028,2020-10-06T10:52:17.028,53.880,0.518,1.296,0.290
1601970737048,2020-10-06T10:52:17.048,53.900,0.030,-0.549,0.274
1601970737068,2020-10-06T10:52:17.068,53.920,-0.168,-1.098,0.229
1601970737088,2020-10-06T10:52:17.088,53.940,0.229,0.229,0.274
1601970737108,2020-10-06T10:52:17.108,53.960,0.107,-0.701,0.381
1601970737128,2020-10-06T10:52:17.128,53.980,-0.229,-1.997,0.396
1601970737148,2020-10-06T10:52:17.148,54.000,-0.122,-1.189,0.396
1601970737168,2020-10-06T10:52:17.168,54.020,0.335,0.427,0.244
1601970737188,2020-10-06T10:52:17.188,54.040,0.137,-0.442,0.259
1601970737208,2020-10-06T10:52:17.208,54.060,-0.061,-1.463,0.290
