epoch (ms),time (06:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1601970730012,2020-10-06T10:52:10.012,46.840,0.053,-0.026,1.016
1601970730032,2020-10-06T10:52:10.032,46.860,0.058,-0.030,1.016
1601970730052,2020-10-06T10:52:10.052,46.880,0.067,-0.030,1.018
1601970730072,2020-10-06T10:52:10.072,46.900,0.072,-0.030,1.020
1601970730092,2020-10-06T10:52:10.092,46.920,0.059,-0.029,1.014
1601970730112,2020-10-06T10:52:10.112,46.940,0.058,-0.030,1.008
1601970730132,2020-10-06T10:52:10.132,46.960,0.071,-0.036,1.021
1601970730152,2020-10-06T10:52:10.152,46.980,0.071,-0.033,1.025
1601970730172,2020-10-06T10:52:10.172,47.000,0.053,-0.025,1.015
1601970730192,2020-10-06T10:52:10.192,47.020,0.047,-0.022,1.010
1601970730212,2020-10-06T10:52:10.212,47.040,0.060,-0.026,1.018
1601970730232,2020-10-06T10:52:10.232,47.060,0.066,-0.031,1.023
1601970730252,2020-10-06T10:52:10.252,47.080,0.060,-0.028,1.016
1601970730272,2020-10-06T10:52:10.272,47.100,0.055,-0.028,1.011
1601970730292,2020-10-06T10:52:10.292,47.120,0.053,-0.029,1.013
1601970730312,2020-10-06T10:52:10.312,47.140,0.044,-0.025,1.015
1601970730332,2020-10-06T10:52:10.332,47.160,0.057,-0.032,1.005
1601970730352,2020-10-06T10:52:10.352,47.180,0.090,-0.029,1.017
1601970730372,2020-10-06T10:52:10.372,47.200,0.083,-0.034,1.029
1601970730392,2020-10-06T10:52:10.392,47.220,0.049,-0.026,1.015
1601970730412,2020-10-06T10:52:10.412,47.240,0.044,-0.026,1.009
1601970730432,2020-10-06T10:52:10.432,47.260,0.069,-0.034,1.018
1601970730452,2020-10-06T10:52:10.452,47.280,0.080,-0.034,1.018
1601970730472,2020-10-06T10:52:10.472,47.300,0.075,-0.031,1.017
1601970730492,2020-10-06T10:52:10.492,47.320,0.078,-0.032,1.023
1601970730512,2020-10-06T10:52:10.512,47.340,0.084,-0.034,1.022
1601970730532,2020-10-06T10:52:10.532,47.360,0.066,-0.032,1.014
1601970730552,2020-10-06T10:52:10.552,47.380,0.058,-0.030,1.012
1601970730572,2020-10-06T10:52:10.572,47.400,0.063,-0.031,1.015
1601970730592,2020-10-06T10:52:10.592,47.420,0.065,-0.032,1.015
1601970730612,2020-10-06T10:52:10.612,47.440,0.064,-0.031,1.013
1601970730632,2020-10-06T10:52:10.632,47.460,0.070,-0.031,1.017
1601970730652,2020-10-06T10:52:10.652,47.480,0.077,-0.032,1.017
1601970730672,2020-10-06T10:52:10.672,47.500,0.066,-0.032,1.013
1601970730692,2020-10-06T10:52:10.692,47.520,0.060,-0.029,1.011
1601970730712,2020-10-06T10:52:10.712,47.540,0.063,-0.031,1.016
1601970730732,2020-10-06T10:52:10.732,47.560,0.065,-0.032,1.020
1601970730752,2020-10-06T10:52:10.752,47.580,0.063,-0.032,1.021
1601970730772,2020-10-06T10:52:10.772,47.600,0.067,-0.031,1.019
1601970730792,2020-10-06T10:52:10.792,47.620,0.072,-0.036,1.012
1601970730812,2020-10-06T10:52:10.812,47.640,0.080,-0.037,1.011
1601970730832,2020-10-06T10:52:10.832,47.660,0.085,-0.033,1.022
1601970730852,2020-10-06T10:52:10.852,47.680,0.065,-0.029,1.024
1601970730872,2020-10-06T10:52:10.872,47.700,0.042,-0.026,1.012
1601970730892,2020-10-06T10:52:10.892,47.720,0.054,-0.030,1.009
1601970730912,2020-10-06T10:52:10.912,47.740,0.077,-0.035,1.019
1601970730932,2020-10-06T10:52:10.932,47.760,0.079,-0.033,1.023
1601970730952,2020-10-06T10:52:10.952,47.780,0.063,-0.030,1.014
1601970730972,2020-10-06T10:52:10.972,47.800,0.066,-0.031,1.014
1601970730992,2020-10-06T10:52:10.992,47.820,0.070,-0.031,1.014
1601970731012,2020-10-06T10:52:11.012,47.840,0.066,-0.030,1.014
1601970731032,2020-10-06T10:52:11.032,47.860,0.066,-0.029,1.016
1601970731052,2020-10-06T10:52:11.052,47.880,0.064,-0.030,1.015
1601970731072,2020-10-06T10:52:11.072,47.900,0.061,-0.031,1.011
1601970731092,2020-10-06T10:52:11.092,47.920,0.068,-0.032,1.014
1601970731112,2020-10-06T10:52:11.112,47.940,0.079,-0.033,1.023
1601970731132,2020-10-06T10:52:11.132,47.960,0.076,-0.035,1.024
1601970731152,2020-10-06T10:52:11.152,47.980,0.060,-0.033,1.018
1601970731172,2020-10-06T10:52:11.172,48.000,0.061,-0.032,1.010
1601970731192,2020-10-06T10:52:11.192,48.020,0.071,-0.033,1.017
1601970731212,2020-10-06T10:52:11.212,48.040,0.074,-0.035,1.019
1601970731232,2020-10-06T10:52:11.232,48.060,0.075,-0.035,1.014
1601970731252,2020-10-06T10:52:11.252,48.080,0.077,-0.035,1.014
1601970731272,2020-10-06T10:52:11.272,48.100,0.072,-0.032,1.015
1601970731292,2020-10-06T10:52:11.292,48.120,0.067,-0.031,1.018
1601970731312,2020-10-06T10:52:11.312,48.140,0.067,-0.033,1.018
1601970731332,2020-10-06T10:52:11.332,48.160,0.069,-0.032,1.018
1601970731352,2020-10-06T10:52:11.352,48.180,0.075,-0.032,1.019
1601970731372,2020-10-06T10:52:11.372,48.200,0.082,-0.034,1.021
1601970731392,2020-10-06T10:52:11.392,48.220,0.082,-0.034,1.021
1601970731412,2020-10-06T10:52:11.412,48.240,0.069,-0.033,1.013
1601970731432,2020-10-06T10:52:11.432,48.260,0.059,-0.035,1.006
1601970731452,2020-10-06T10:52:11.452,48.280,0.059,-0.033,1.012
1601970731472,2020-10-06T10:52:11.472,48.300,0.066,-0.031,1.016
1601970731492,2020-10-06T10:52:11.492,48.320,0.070,-0.030,1.013
1601970731512,2020-10-06T10:52:11.512,48.340,0.073,-0.032,1.013
1601970731532,2020-10-06T10:52:11.532,48.360,0.075,-0.035,1.017
1601970731552,2020-10-06T10:52:11.552,48.380,0.069,-0.035,1.018
1601970731572,2020-10-06T10:52:11.572,48.400,0.064,-0.030,1.018
1601970731592,2020-10-06T10:52:11.592,48.420,0.068,-0.031,1.019
1601970731612,2020-10-06T10:52:11.612,48.440,0.068,-0.032,1.020
1601970731632,2020-10-06T10:52:11.632,48.460,0.067,-0.032,1.019
1601970731652,2020-10-06T10:52:11.652,48.480,0.072,-0.032,1.018
1601970731672,2020-10-06T10:52:11.672,48.500,0.077,-0.032,1.020
1601970731692,2020-10-06T10:52:11.692,48.520,0.065,-0.030,1.016
1601970731712,2020-10-06T10:52:11.712,48.540,0.058,-0.029,1.008
1601970731732,2020-10-06T10:52:11.732,48.560,0.068,-0.033,1.011
1601970731752,2020-10-06T10:52:11.752,48.580,0.078,-0.033,1.018
1601970731772,2020-10-06T10:52:11.772,48.600,0.071,-0.029,1.021
1601970731792,2020-10-06T10:52:11.792,48.620,0.065,-0.029,1.019
1601970731812,2020-10-06T10:52:11.812,48.640,0.065,-0.034,1.012
1601970731832,2020-10-06T10:52:11.832,48.660,0.064,-0.033,1.011
1601970731852,2020-10-06T10:52:11.852,48.680,0.063,-0.032,1.019
1601970731872,2020-10-06T10:52:11.872,48.700,0.069,-0.031,1.020
1601970731892,2020-10-06T10:52:11.892,48.720,0.078,-0.032,1.018
1601970731912,2020-10-06T10:52:11.912,48.740,0.073,-0.034,1.013
1601970731932,2020-10-06T10:52:11.932,48.760,0.068,-0.033,1.011
1601970731952,2020-10-06T10:52:11.952,48.780,0.070,-0.032,1.016
1601970731972,2020-10-06T10:52:11.972,48.800,0.072,-0.033,1.021
1601970731992,2020-10-06T10:52:11.992,48.820,0.063,-0.030,1.014
1601970732012,2020-10-06T10:52:12.012,48.840,0.064,-0.031,1.009
1601970732032,2020-10-06T10:52:12.032,48.860,0.071,-0.035,1.017
1601970732052,2020-10-06T10:52:12.052,48.880,0.073,-0.033,1.020
1601970732072,2020-10-06T10:52:12.072,48.900,0.068,-0.029,1.017
1601970732092,2020-10-06T10:52:12.092,48.920,0.062,-0.031,1.014
1601970732112,2020-10-06T10:52:12.112,48.940,0.063,-0.033,1.013
1601970732132,2020-10-06T10:52:12.132,48.960,0.067,-0.034,1.013
1601970732152,2020-10-06T10:52:12.152,48.980,0.068,-0.031,1.018
1601970732172,2020-10-06T10:52:12.172,49.000,0.069,-0.030,1.018
1601970732192,2020-10-06T10:52:12.192,49.020,0.067,-0.033,1.014
1601970732212,2020-10-06T10:52:12.212,49.040,0.069,-0.032,1.013
1601970732232,2020-10-06T10:52:12.232,49.060,0.070,-0.032,1.012
1601970732252,2020-10-06T10:52:12.252,49.080,0.068,-0.030,1.014
1601970732272,2020-10-06T10:52:12.272,49.100,0.067,-0.030,1.016
1601970732292,2020-10-06T10:52:12.292,49.120,0.068,-0.031,1.016
1601970732312,2020-10-06T10:52:12.312,49.140,0.069,-0.032,1.017
1601970732332,2020-10-06T10:52:12.332,49.160,0.068,-0.031,1.014
1601970732352,2020-10-06T10:52:12.352,49.180,0.066,-0.033,1.016
1601970732372,2020-10-06T10:52:12.372,49.200,0.068,-0.032,1.016
1601970732392,2020-10-06T10:52:12.392,49.220,0.072,-0.032,1.015
1601970732412,2020-10-06T10:52:12.412,49.240,0.071,-0.030,1.014
1601970732432,2020-10-06T10:52:12.432,49.260,0.066,-0.031,1.013
1601970732452,2020-10-06T10:52:12.452,49.280,0.067,-0.031,1.013
1601970732472,2020-10-06T10:52:12.472,49.300,0.073,-0.029,1.021
1601970732492,2020-10-06T10:52:12.492,49.320,0.070,-0.027,1.021
1601970732512,2020-10-06T10:52:12.512,49.340,0.060,-0.031,1.014
1601970732532,2020-10-06T10:52:12.532,49.360,0.062,-0.033,1.011
1601970732552,2020-10-06T10:52:12.552,49.380,0.073,-0.031,1.018
1601970732572,2020-10-06T10:52:12.572,49.400,0.077,-0.033,1.020
1601970732592,2020-10-06T10:52:12.592,49.420,0.071,-0.032,1.015
1601970732612,2020-10-06T10:52:12.612,49.440,0.069,-0.030,1.011
1601970732632,2020-10-06T10:52:12.632,49.460,0.071,-0.031,1.014
1601970732652,2020-10-06T10:52:12.652,49.480,0.066,-0.031,1.017
1601970732672,2020-10-06T10:52:12.672,49.500,0.069,-0.028,1.014
1601970732692,2020-10-06T10:52:12.692,49.520,0.075,-0.031,1.017
1601970732712,2020-10-06T10:52:12.712,49.540,0.074,-0.031,1.018
1601970732732,2020-10-06T10:52:12.732,49.560,0.068,-0.030,1.016
1601970732752,2020-10-06T10:52:12.752,49.580,0.068,-0.030,1.015
1601970732772,2020-10-06T10:52:12.772,49.600,0.071,-0.032,1.017
1601970732792,2020-10-06T10:52:12.792,49.620,0.064,-0.031,1.016
1601970732812,2020-10-06T10:52:12.812,49.640,0.068,-0.032,1.014
1601970732832,2020-10-06T10:52:12.832,49.660,0.072,-0.033,1.018
1601970732852,2020-10-06T10:52:12.852,49.680,0.073,-0.033,1.014
1601970732872,2020-10-06T10:52:12.872,49.700,0.070,-0.033,1.014
1601970732892,2020-10-06T10:52:12.892,49.720,0.069,-0.032,1.014
1601970732912,2020-10-06T10:52:12.912,49.740,0.069,-0.032,1.014
1601970732932,2020-10-06T10:52:12.932,49.760,0.070,-0.031,1.016
1601970732952,2020-10-06T10:52:12.952,49.780,0.069,-0.033,1.017
1601970732972,2020-10-06T10:52:12.972,49.800,0.068,-0.032,1.016
1601970732992,2020-10-06T10:52:12.992,49.820,0.069,-0.033,1.016
1601970733012,2020-10-06T10:52:13.012,49.840,0.072,-0.032,1.015
1601970733032,2020-10-06T10:52:13.032,49.860,0.074,-0.032,1.016
1601970733052,2020-10-06T10:52:13.052,49.880,0.070,-0.031,1.016
1601970733072,2020-10-06T10:52:13.072,49.900,0.068,-0.031,1.016
1601970733092,2020-10-06T10:52:13.092,49.920,0.070,-0.033,1.014
1601970733112,2020-10-06T10:52:13.112,49.940,0.073,-0.033,1.015
1601970733132,2020-10-06T10:52:13.132,49.960,0.070,-0.033,1.014
1601970733152,2020-10-06T10:52:13.152,49.980,0.068,-0.031,1.015
1601970733172,2020-10-06T10:52:13.172,50.000,0.073,-0.031,1.017
1601970733192,2020-10-06T10:52:13.192,50.020,0.073,-0.034,1.016
1601970733212,2020-10-06T10:52:13.212,50.040,0.069,-0.033,1.014
1601970733232,2020-10-06T10:52:13.232,50.060,0.070,-0.029,1.015
1601970733252,2020-10-06T10:52:13.252,50.080,0.073,-0.030,1.015
1601970733272,2020-10-06T10:52:13.272,50.100,0.070,-0.035,1.012
1601970733292,2020-10-06T10:52:13.292,50.120,0.072,-0.032,1.014
1601970733312,2020-10-06T10:52:13.312,50.140,0.077,-0.031,1.018
1601970733332,2020-10-06T10:52:13.332,50.160,0.073,-0.030,1.018
1601970733352,2020-10-06T10:52:13.352,50.180,0.070,-0.032,1.016
1601970733372,2020-10-06T10:52:13.372,50.200,0.067,-0.031,1.013
1601970733392,2020-10-06T10:52:13.392,50.220,0.071,-0.033,1.018
1601970733412,2020-10-06T10:52:13.412,50.240,0.072,-0.033,1.016
1601970733432,2020-10-06T10:52:13.432,50.260,0.075,-0.032,1.015
1601970733452,2020-10-06T10:52:13.452,50.280,0.074,-0.033,1.013
1601970733472,2020-10-06T10:52:13.472,50.300,0.054,-0.033,1.006
1601970733492,2020-10-06T10:52:13.492,50.320,0.039,-0.023,1.017
1601970733512,2020-10-06T10:52:13.512,50.340,0.102,-0.032,1.016
1601970733532,2020-10-06T10:52:13.532,50.360,0.137,-0.045,1.021
1601970733552,2020-10-06T10:52:13.552,50.380,0.093,-0.037,1.016
1601970733572,2020-10-06T10:52:13.572,50.400,0.042,-0.027,1.003
1601970733592,2020-10-06T10:52:13.592,50.420,0.071,-0.030,1.014
1601970733612,2020-10-06T10:52:13.612,50.440,0.106,-0.039,1.029
1601970733632,2020-10-06T10:52:13.632,50.460,0.087,-0.034,1.015
1601970733652,2020-10-06T10:52:13.652,50.480,0.059,-0.031,1.006
1601970733672,2020-10-06T10:52:13.672,50.500,0.073,-0.034,1.013
1601970733692,2020-10-06T10:52:13.692,50.520,0.084,-0.034,1.019
1601970733712,2020-10-06T10:52:13.712,50.540,0.072,-0.031,1.012
1601970733732,2020-10-06T10:52:13.732,50.560,0.072,-0.031,1.013
1601970733752,2020-10-06T10:52:13.752,50.580,0.085,-0.034,1.017
1601970733772,2020-10-06T10:52:13.772,50.600,0.083,-0.035,1.018
1601970733792,2020-10-06T10:52:13.792,50.620,0.076,-0.033,1.012
1601970733812,2020-10-06T10:52:13.812,50.640,0.074,-0.032,1.014
1601970733832,2020-10-06T10:52:13.832,50.660,0.074,-0.033,1.016
1601970733852,2020-10-06T10:52:13.852,50.680,0.075,-0.032,1.014
1601970733872,2020-10-06T10:52:13.872,50.700,0.078,-0.033,1.014
1601970733892,2020-10-06T10:52:13.892,50.720,0.083,-0.034,1.015
1601970733912,2020-10-06T10:52:13.912,50.740,0.082,-0.034,1.016
1601970733932,2020-10-06T10:52:13.932,50.760,0.076,-0.033,1.014
1601970733952,2020-10-06T10:52:13.952,50.780,0.071,-0.032,1.015
1601970733972,2020-10-06T10:52:13.972,50.800,0.074,-0.034,1.012
1601970733992,2020-10-06T10:52:13.992,50.820,0.081,-0.031,1.015
1601970734012,2020-10-06T10:52:14.012,50.840,0.086,-0.030,1.019
1601970734032,2020-10-06T10:52:14.032,50.860,0.078,-0.034,1.018
1601970734052,2020-10-06T10:52:14.052,50.880,0.071,-0.033,1.011
1601970734072,2020-10-06T10:52:14.072,50.900,0.076,-0.032,1.013
1601970734092,2020-10-06T10:52:14.092,50.920,0.082,-0.033,1.017
1601970734112,2020-10-06T10:52:14.112,50.940,0.079,-0.033,1.019
1601970734132,2020-10-06T10:52:14.132,50.960,0.079,-0.035,1.016
1601970734152,2020-10-06T10:52:14.152,50.980,0.077,-0.035,1.012
1601970734172,2020-10-06T10:52:14.172,51.000,0.071,-0.033,1.014
1601970734192,2020-10-06T10:52:14.192,51.020,0.073,-0.032,1.016
1601970734212,2020-10-06T10:52:14.212,51.040,0.081,-0.031,1.018
1601970734232,2020-10-06T10:52:14.232,51.060,0.082,-0.034,1.016
1601970734252,2020-10-06T10:52:14.252,51.080,0.076,-0.034,1.013
1601970734272,2020-10-06T10:52:14.272,51.100,0.072,-0.032,1.016
1601970734292,2020-10-06T10:52:14.292,51.120,0.075,-0.034,1.015
1601970734312,2020-10-06T10:52:14.312,51.140,0.078,-0.031,1.017
1601970734332,2020-10-06T10:52:14.332,51.160,0.080,-0.033,1.015
1601970734352,2020-10-06T10:52:14.352,51.180,0.073,-0.033,1.013
1601970734372,2020-10-06T10:52:14.372,51.200,0.072,-0.030,1.013
1601970734392,2020-10-06T10:52:14.392,51.220,0.080,-0.033,1.015
1601970734412,2020-10-06T10:52:14.412,51.240,0.082,-0.034,1.018
1601970734432,2020-10-06T10:52:14.432,51.260,0.075,-0.032,1.013
1601970734452,2020-10-06T10:52:14.452,51.280,0.070,-0.031,1.014
1601970734472,2020-10-06T10:52:14.472,51.300,0.073,-0.034,1.015
1601970734492,2020-10-06T10:52:14.492,51.320,0.075,-0.034,1.016
1601970734512,2020-10-06T10:52:14.512,51.340,0.075,-0.033,1.016
1601970734532,2020-10-06T10:52:14.532,51.360,0.078,-0.033,1.016
1601970734552,2020-10-06T10:52:14.552,51.380,0.079,-0.033,1.017
1601970734572,2020-10-06T10:52:14.572,51.400,0.080,-0.032,1.016
1601970734592,2020-10-06T10:52:14.592,51.420,0.079,-0.033,1.014
1601970734612,2020-10-06T10:52:14.612,51.440,0.076,-0.033,1.016
1601970734632,2020-10-06T10:52:14.632,51.460,0.075,-0.032,1.015
1601970734652,2020-10-06T10:52:14.652,51.480,0.079,-0.032,1.018
1601970734672,2020-10-06T10:52:14.672,51.500,0.080,-0.033,1.018
1601970734692,2020-10-06T10:52:14.692,51.520,0.073,-0.032,1.014
1601970734712,2020-10-06T10:52:14.712,51.540,0.072,-0.034,1.013
1601970734732,2020-10-06T10:52:14.732,51.560,0.079,-0.034,1.014
1601970734752,2020-10-06T10:52:14.752,51.580,0.082,-0.032,1.016
1601970734772,2020-10-06T10:52:14.772,51.600,0.077,-0.033,1.016
1601970734792,2020-10-06T10:52:14.792,51.620,0.078,-0.033,1.012
1601970734812,2020-10-06T10:52:14.812,51.640,0.081,-0.033,1.014
1601970734832,2020-10-06T10:52:14.832,51.660,0.077,-0.029,1.019
1601970734852,2020-10-06T10:52:14.852,51.680,0.073,-0.031,1.017
1601970734872,2020-10-06T10:52:14.872,51.700,0.071,-0.034,1.013
1601970734892,2020-10-06T10:52:14.892,51.720,0.074,-0.033,1.011
1601970734912,2020-10-06T10:52:14.912,51.740,0.082,-0.031,1.017
1601970734932,2020-10-06T10:52:14.932,51.760,0.081,-0.034,1.017
1601970734952,2020-10-06T10:52:14.952,51.780,0.078,-0.033,1.013
1601970734972,2020-10-06T10:52:14.972,51.800,0.073,-0.032,1.013
1601970734992,2020-10-06T10:52:14.992,51.820,0.074,-0.032,1.015
1601970735012,2020-10-06T10:52:15.012,51.840,0.075,-0.031,1.015
1601970735032,2020-10-06T10:52:15.032,51.860,0.078,-0.032,1.015
1601970735052,2020-10-06T10:52:15.052,51.880,0.082,-0.032,1.014
1601970735072,2020-10-06T10:52:15.072,51.900,0.079,-0.032,1.015
1601970735092,2020-10-06T10:52:15.092,51.920,0.073,-0.032,1.014
1601970735112,2020-10-06T10:52:15.112,51.940,0.073,-0.032,1.015
1601970735132,2020-10-06T10:52:15.132,51.960,0.079,-0.034,1.016
1601970735152,2020-10-06T10:52:15.152,51.980,0.081,-0.033,1.017
1601970735172,2020-10-06T10:52:15.172,52.000,0.074,-0.033,1.010
1601970735192,2020-10-06T10:52:15.192,52.020,0.081,-0.034,1.011
1601970735212,2020-10-06T10:52:15.212,52.040,0.081,-0.035,1.017
1601970735232,2020-10-06T10:52:15.232,52.060,0.077,-0.032,1.014
1601970735252,2020-10-06T10:52:15.252,52.080,0.075,-0.031,1.014
1601970735272,2020-10-06T10:52:15.272,52.100,0.078,-0.032,1.016
1601970735292,2020-10-06T10:52:15.292,52.120,0.078,-0.032,1.017
1601970735312,2020-10-06T10:52:15.312,52.140,0.077,-0.033,1.015
1601970735332,2020-10-06T10:52:15.332,52.160,0.079,-0.035,1.014
1601970735352,2020-10-06T10:52:15.352,52.180,0.078,-0.033,1.014
1601970735372,2020-10-06T10:52:15.372,52.200,0.077,-0.032,1.016
1601970735392,2020-10-06T10:52:15.392,52.220,0.078,-0.032,1.017
1601970735412,2020-10-06T10:52:15.412,52.240,0.080,-0.033,1.015
1601970735432,2020-10-06T10:52:15.432,52.260,0.077,-0.032,1.016
1601970735452,2020-10-06T10:52:15.452,52.280,0.071,-0.032,1.016
1601970735472,2020-10-06T10:52:15.472,52.300,0.076,-0.032,1.016
1601970735492,2020-10-06T10:52:15.492,52.320,0.082,-0.034,1.017
1601970735512,2020-10-06T10:52:15.512,52.340,0.079,-0.033,1.016
1601970735532,2020-10-06T10:52:15.532,52.360,0.075,-0.032,1.015
1601970735552,2020-10-06T10:52:15.552,52.380,0.074,-0.032,1.015
1601970735572,2020-10-06T10:52:15.572,52.400,0.077,-0.032,1.014
1601970735592,2020-10-06T10:52:15.592,52.420,0.081,-0.033,1.016
1601970735612,2020-10-06T10:52:15.612,52.440,0.084,-0.031,1.017
1601970735632,2020-10-06T10:52:15.632,52.460,0.076,-0.030,1.016
1601970735652,2020-10-06T10:52:15.652,52.480,0.069,-0.032,1.010
1601970735672,2020-10-06T10:52:15.672,52.500,0.076,-0.035,1.013
1601970735692,2020-10-06T10:52:15.692,52.520,0.085,-0.035,1.018
1601970735712,2020-10-06T10:52:15.712,52.540,0.085,-0.035,1.021
1601970735732,2020-10-06T10:52:15.732,52.560,0.074,-0.032,1.014
1601970735752,2020-10-06T10:52:15.752,52.580,0.072,-0.032,1.014
1601970735772,2020-10-06T10:52:15.772,52.600,0.075,-0.032,1.016
1601970735792,2020-10-06T10:52:15.792,52.620,0.076,-0.031,1.014
1601970735812,2020-10-06T10:52:15.812,52.640,0.082,-0.031,1.014
1601970735832,2020-10-06T10:52:15.832,52.660,0.086,-0.033,1.019
1601970735852,2020-10-06T10:52:15.852,52.680,0.080,-0.032,1.016
1601970735872,2020-10-06T10:52:15.872,52.700,0.073,-0.031,1.013
1601970735892,2020-10-06T10:52:15.892,52.720,0.078,-0.032,1.015
1601970735912,2020-10-06T10:52:15.912,52.740,0.082,-0.033,1.013
1601970735932,2020-10-06T10:52:15.932,52.760,0.080,-0.033,1.012
1601970735952,2020-10-06T10:52:15.952,52.780,0.079,-0.032,1.015
1601970735972,2020-10-06T10:52:15.972,52.800,0.080,-0.032,1.015
1601970735992,2020-10-06T10:52:15.992,52.820,0.078,-0.033,1.015
1601970736012,2020-10-06T10:52:16.012,52.840,0.077,-0.034,1.017
1601970736032,2020-10-06T10:52:16.032,52.860,0.077,-0.032,1.018
1601970736052,2020-10-06T10:52:16.052,52.880,0.080,-0.031,1.014
1601970736072,2020-10-06T10:52:16.072,52.900,0.080,-0.033,1.012
1601970736092,2020-10-06T10:52:16.092,52.920,0.075,-0.033,1.012
1601970736112,2020-10-06T10:52:16.112,52.940,0.077,-0.033,1.015
1601970736132,2020-10-06T10:52:16.132,52.960,0.081,-0.031,1.016
1601970736152,2020-10-06T10:52:16.152,52.980,0.081,-0.033,1.015
1601970736172,2020-10-06T10:52:16.172,53.000,0.075,-0.031,1.015
1601970736192,2020-10-06T10:52:16.192,53.020,0.076,-0.032,1.014
1601970736212,2020-10-06T10:52:16.212,53.040,0.080,-0.034,1.015
1601970736232,2020-10-06T10:52:16.232,53.060,0.083,-0.033,1.016
1601970736252,2020-10-06T10:52:16.252,53.080,0.078,-0.033,1.016
1601970736272,2020-10-06T10:52:16.272,53.100,0.077,-0.034,1.015
1601970736292,2020-10-06T10:52:16.292,53.120,0.077,-0.034,1.015
1601970736312,2020-10-06T10:52:16.312,53.140,0.077,-0.033,1.017
1601970736332,2020-10-06T10:52:16.332,53.160,0.077,-0.032,1.016
1601970736352,2020-10-06T10:52:16.352,53.180,0.078,-0.033,1.014
1601970736372,2020-10-06T10:52:16.372,53.200,0.082,-0.033,1.013
1601970736392,2020-10-06T10:52:16.392,53.220,0.083,-0.032,1.017
1601970736412,2020-10-06T10:52:16.412,53.240,0.078,-0.033,1.018
1601970736432,2020-10-06T10:52:16.432,53.260,0.070,-0.033,1.009
1601970736452,2020-10-06T10:52:16.452,53.280,0.076,-0.035,1.015
1601970736472,2020-10-06T10:52:16.472,53.300,0.086,-0.034,1.019
1601970736492,2020-10-06T10:52:16.492,53.320,0.085,-0.033,1.018
1601970736512,2020-10-06T10:52:16.512,53.340,0.077,-0.034,1.015
1601970736532,2020-10-06T10:52:16.532,53.360,0.077,-0.036,1.013
1601970736552,2020-10-06T10:52:16.552,53.380,0.075,-0.034,1.012
1601970736572,2020-10-06T10:52:16.572,53.400,0.073,-0.032,1.017
1601970736592,2020-10-06T10:52:16.592,53.420,0.078,-0.031,1.019
1601970736612,2020-10-06T10:52:16.612,53.440,0.084,-0.034,1.018
1601970736632,2020-10-06T10:52:16.632,53.460,0.081,-0.033,1.016
1601970736652,2020-10-06T10:52:16.652,53.480,0.074,-0.034,1.014
1601970736672,2020-10-06T10:52:16.672,53.500,0.075,-0.033,1.014
1601970736692,2020-10-06T10:52:16.692,53.520,0.080,-0.035,1.017
1601970736712,2020-10-06T10:52:16.712,53.540,0.076,-0.033,1.016
1601970736732,2020-10-06T10:52:16.732,53.560,0.074,-0.034,1.015
1601970736752,2020-10-06T10:52:16.752,53.580,0.080,-0.034,1.015
1601970736772,2020-10-06T10:52:16.772,53.600,0.083,-0.034,1.016
1601970736792,2020-10-06T10:52:16.792,53.620,0.079,-0.034,1.016
1601970736812,2020-10-06T10:52:16.812,53.640,0.075,-0.033,1.016
1601970736832,2020-10-06T10:52:16.832,53.660,0.073,-0.033,1.015
1601970736852,2020-10-06T10:52:16.852,53.680,0.078,-0.032,1.014
1601970736872,2020-10-06T10:52:16.872,53.700,0.078,-0.035,1.016
1601970736892,2020-10-06T10:52:16.892,53.720,0.075,-0.034,1.016
1601970736912,2020-10-06T10:52:16.912,53.740,0.080,-0.033,1.016
1601970736932,2020-10-06T10:52:16.932,53.760,0.081,-0.033,1.017
1601970736952,2020-10-06T10:52:16.952,53.780,0.075,-0.033,1.016
1601970736972,2020-10-06T10:52:16.972,53.800,0.072,-0.031,1.013
1601970736992,2020-10-06T10:52:16.992,53.820,0.080,-0.034,1.019
1601970737012,2020-10-06T10:52:17.012,53.840,0.081,-0.034,1.016
1601970737032,2020-10-06T10:52:17.032,53.860,0.077,-0.033,1.017
1601970737052,2020-10-06T10:52:17.052,53.880,0.075,-0.033,1.014
1601970737072,2020-10-06T10:52:17.072,53.900,0.077,-0.034,1.016
1601970737092,2020-10-06T10:52:17.092,53.920,0.074,-0.033,1.016
1601970737112,2020-10-06T10:52:17.112,53.940,0.074,-0.034,1.017
1601970737132,2020-10-06T10:52:17.132,53.960,0.079,-0.034,1.016
1601970737152,2020-10-06T10:52:17.152,53.980,0.082,-0.035,1.018
1601970737172,2020-10-06T10:52:17.172,54.000,0.077,-0.034,1.012
1601970737192,2020-10-06T10:52:17.192,54.020,0.075,-0.035,1.012
1601970737212,2020-10-06T10:52:17.212,54.040,0.080,-0.033,1.016
1601970737232,2020-10-06T10:52:17.232,54.060,0.081,-0.031,1.017
1601970737252,2020-10-06T10:52:17.252,54.080,0.074,-0.032,1.013
1601970737272,2020-10-06T10:52:17.272,54.100,0.073,-0.034,1.011
1601970737292,2020-10-06T10:52:17.292,54.120,0.083,-0.034,1.014
1601970737312,2020-10-06T10:52:17.312,54.140,0.085,-0.034,1.020
1601970737332,2020-10-06T10:52:17.332,54.160,0.080,-0.032,1.018
