epoch (ms),time (06:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1601970690372,2020-10-06T10:51:30.372,7.200,0.051,-0.018,1.023
1601970690392,2020-10-06T10:51:30.392,7.220,0.039,-0.016,1.018
1601970690412,2020-10-06T10:51:30.412,7.240,0.039,-0.015,1.016
1601970690432,2020-10-06T10:51:30.432,7.260,0.045,-0.017,1.019
1601970690452,2020-10-06T10:51:30.452,7.280,0.045,-0.017,1.018
1601970690472,2020-10-06T10:51:30.472,7.300,0.042,-0.019,1.015
1601970690492,2020-10-06T10:51:30.492,7.320,0.046,-0.020,1.017
1601970690512,2020-10-06T10:51:30.512,7.340,0.050,-0.019,1.021
1601970690532,2020-10-06T10:51:30.532,7.360,0.045,-0.017,1.019
1601970690552,2020-10-06T10:51:30.552,7.380,0.040,-0.016,1.014
1601970690572,2020-10-06T10:51:30.572,7.400,0.044,-0.017,1.018
1601970690592,2020-10-06T10:51:30.592,7.420,0.048,-0.019,1.018
1601970690612,2020-10-06T10:51:30.612,7.440,0.043,-0.018,1.019
1601970690632,2020-10-06T10:51:30.632,7.460,0.039,-0.017,1.014
1601970690652,2020-10-06T10:51:30.652,7.480,0.045,-0.017,1.017
1601970690672,2020-10-06T10:51:30.672,7.500,0.048,-0.018,1.022
1601970690692,2020-10-06T10:51:30.692,7.520,0.044,-0.020,1.019
1601970690712,2020-10-06T10:51:30.712,7.540,0.042,-0.019,1.016
1601970690732,2020-10-06T10:51:30.732,7.560,0.046,-0.016,1.020
1601970690752,2020-10-06T10:51:30.752,7.580,0.046,-0.016,1.024
1601970690772,2020-10-06T10:51:30.772,7.600,0.041,-0.017,1.018
1601970690792,2020-10-06T10:51:30.792,7.620,0.040,-0.018,1.014
1601970690812,2020-10-06T10:51:30.812,7.640,0.047,-0.019,1.017
1601970690832,2020-10-06T10:51:30.832,7.660,0.051,-0.019,1.019
1601970690852,2020-10-06T10:51:30.852,7.680,0.045,-0.020,1.019
1601970690872,2020-10-06T10:51:30.872,7.700,0.042,-0.018,1.014
1601970690892,2020-10-06T10:51:30.892,7.720,0.042,-0.017,1.017
1601970690912,2020-10-06T10:51:30.912,7.740,0.043,-0.017,1.017
1601970690932,2020-10-06T10:51:30.932,7.760,0.046,-0.017,1.019
1601970690952,2020-10-06T10:51:30.952,7.780,0.048,-0.017,1.020
1601970690972,2020-10-06T10:51:30.972,7.800,0.047,-0.019,1.020
1601970690992,2020-10-06T10:51:30.992,7.820,0.046,-0.018,1.015
1601970691012,2020-10-06T10:51:31.012,7.840,0.043,-0.016,1.015
1601970691032,2020-10-06T10:51:31.032,7.860,0.047,-0.019,1.019
1601970691052,2020-10-06T10:51:31.052,7.880,0.048,-0.017,1.020
1601970691072,2020-10-06T10:51:31.072,7.900,0.042,-0.016,1.019
1601970691092,2020-10-06T10:51:31.092,7.920,0.042,-0.016,1.016
1601970691112,2020-10-06T10:51:31.112,7.940,0.047,-0.017,1.019
1601970691132,2020-10-06T10:51:31.132,7.960,0.050,-0.017,1.019
1601970691152,2020-10-06T10:51:31.152,7.980,0.047,-0.016,1.018
1601970691172,2020-10-06T10:51:31.172,8.000,0.042,-0.016,1.016
1601970691192,2020-10-06T10:51:31.192,8.020,0.042,-0.017,1.014
1601970691212,2020-10-06T10:51:31.212,8.040,0.043,-0.018,1.016
1601970691232,2020-10-06T10:51:31.232,8.060,0.046,-0.017,1.021
1601970691252,2020-10-06T10:51:31.252,8.080,0.049,-0.018,1.021
1601970691272,2020-10-06T10:51:31.272,8.100,0.047,-0.017,1.017
1601970691292,2020-10-06T10:51:31.292,8.120,0.041,-0.016,1.017
1601970691312,2020-10-06T10:51:31.312,8.140,0.044,-0.015,1.017
1601970691332,2020-10-06T10:51:31.332,8.160,0.047,-0.017,1.019
1601970691352,2020-10-06T10:51:31.352,8.180,0.048,-0.017,1.020
1601970691372,2020-10-06T10:51:31.372,8.200,0.045,-0.017,1.019
1601970691392,2020-10-06T10:51:31.392,8.220,0.044,-0.018,1.019
1601970691412,2020-10-06T10:51:31.412,8.240,0.044,-0.016,1.017
1601970691432,2020-10-06T10:51:31.432,8.260,0.043,-0.017,1.018
1601970691452,2020-10-06T10:51:31.452,8.280,0.047,-0.017,1.018
1601970691472,2020-10-06T10:51:31.472,8.300,0.046,-0.018,1.021
1601970691492,2020-10-06T10:51:31.492,8.320,0.043,-0.018,1.015
1601970691512,2020-10-06T10:51:31.512,8.340,0.049,-0.015,1.018
1601970691532,2020-10-06T10:51:31.532,8.360,0.049,-0.015,1.021
1601970691552,2020-10-06T10:51:31.552,8.380,0.039,-0.015,1.016
1601970691572,2020-10-06T10:51:31.572,8.400,0.040,-0.016,1.013
1601970691592,2020-10-06T10:51:31.592,8.420,0.053,-0.019,1.020
1601970691612,2020-10-06T10:51:31.612,8.440,0.056,-0.020,1.022
1601970691632,2020-10-06T10:51:31.632,8.460,0.046,-0.019,1.017
1601970691652,2020-10-06T10:51:31.652,8.480,0.040,-0.017,1.012
1601970691672,2020-10-06T10:51:31.672,8.500,0.044,-0.017,1.016
1601970691692,2020-10-06T10:51:31.692,8.520,0.046,-0.018,1.020
1601970691712,2020-10-06T10:51:31.712,8.540,0.048,-0.016,1.019
1601970691732,2020-10-06T10:51:31.732,8.560,0.053,-0.016,1.018
1601970691752,2020-10-06T10:51:31.752,8.580,0.050,-0.019,1.018
1601970691772,2020-10-06T10:51:31.772,8.600,0.044,-0.019,1.017
1601970691792,2020-10-06T10:51:31.792,8.620,0.044,-0.016,1.015
1601970691812,2020-10-06T10:51:31.812,8.640,0.049,-0.016,1.021
1601970691832,2020-10-06T10:51:31.832,8.660,0.047,-0.016,1.019
1601970691852,2020-10-06T10:51:31.852,8.680,0.043,-0.018,1.014
1601970691872,2020-10-06T10:51:31.872,8.700,0.046,-0.018,1.015
1601970691892,2020-10-06T10:51:31.892,8.720,0.055,-0.021,1.018
1601970691912,2020-10-06T10:51:31.912,8.740,0.050,-0.018,1.018
1601970691932,2020-10-06T10:51:31.932,8.760,0.042,-0.017,1.018
1601970691952,2020-10-06T10:51:31.952,8.780,0.043,-0.014,1.017
1601970691972,2020-10-06T10:51:31.972,8.800,0.045,-0.017,1.020
1601970691992,2020-10-06T10:51:31.992,8.820,0.045,-0.017,1.018
1601970692012,2020-10-06T10:51:32.012,8.840,0.046,-0.017,1.018
1601970692032,2020-10-06T10:51:32.032,8.860,0.051,-0.018,1.019
1601970692052,2020-10-06T10:51:32.052,8.880,0.050,-0.019,1.018
1601970692072,2020-10-06T10:51:32.072,8.900,0.045,-0.015,1.018
1601970692092,2020-10-06T10:51:32.092,8.920,0.043,-0.014,1.017
1601970692112,2020-10-06T10:51:32.112,8.940,0.042,-0.019,1.017
1601970692132,2020-10-06T10:51:32.132,8.960,0.041,-0.018,1.016
1601970692152,2020-10-06T10:51:32.152,8.980,0.043,-0.015,1.016
1601970692172,2020-10-06T10:51:32.172,9.000,0.054,-0.018,1.021
1601970692192,2020-10-06T10:51:32.192,9.020,0.051,-0.019,1.022
1601970692212,2020-10-06T10:51:32.212,9.040,0.041,-0.018,1.015
1601970692232,2020-10-06T10:51:32.232,9.060,0.044,-0.015,1.018
1601970692252,2020-10-06T10:51:32.252,9.080,0.052,-0.017,1.023
1601970692272,2020-10-06T10:51:32.272,9.100,0.043,-0.017,1.019
1601970692292,2020-10-06T10:51:32.292,9.120,0.040,-0.017,1.014
1601970692312,2020-10-06T10:51:32.312,9.140,0.052,-0.019,1.020
1601970692332,2020-10-06T10:51:32.332,9.160,0.056,-0.018,1.022
1601970692352,2020-10-06T10:51:32.352,9.180,0.049,-0.017,1.021
1601970692372,2020-10-06T10:51:32.372,9.200,0.041,-0.017,1.015
1601970692392,2020-10-06T10:51:32.392,9.220,0.042,-0.018,1.016
1601970692412,2020-10-06T10:51:32.412,9.240,0.046,-0.017,1.017
1601970692432,2020-10-06T10:51:32.432,9.260,0.050,-0.016,1.019
1601970692452,2020-10-06T10:51:32.452,9.280,0.050,-0.018,1.018
1601970692472,2020-10-06T10:51:32.472,9.300,0.045,-0.019,1.018
1601970692492,2020-10-06T10:51:32.492,9.320,0.040,-0.017,1.015
1601970692512,2020-10-06T10:51:32.512,9.340,0.044,-0.017,1.017
1601970692532,2020-10-06T10:51:32.532,9.360,0.052,-0.016,1.019
1601970692552,2020-10-06T10:51:32.552,9.380,0.053,-0.018,1.023
1601970692572,2020-10-06T10:51:32.572,9.400,0.044,-0.017,1.018
1601970692592,2020-10-06T10:51:32.592,9.420,0.041,-0.016,1.016
1601970692612,2020-10-06T10:51:32.612,9.440,0.051,-0.019,1.019
1601970692632,2020-10-06T10:51:32.632,9.460,0.054,-0.019,1.021
1601970692652,2020-10-06T10:51:32.652,9.480,0.045,-0.017,1.018
1601970692672,2020-10-06T10:51:32.672,9.500,0.042,-0.015,1.015
1601970692692,2020-10-06T10:51:32.692,9.520,0.049,-0.017,1.016
1601970692712,2020-10-06T10:51:32.712,9.540,0.044,-0.020,1.017
1601970692732,2020-10-06T10:51:32.732,9.560,0.043,-0.018,1.019
1601970692752,2020-10-06T10:51:32.752,9.580,0.050,-0.019,1.019
1601970692772,2020-10-06T10:51:32.772,9.600,0.050,-0.019,1.019
1601970692792,2020-10-06T10:51:32.792,9.620,0.043,-0.016,1.017
1601970692812,2020-10-06T10:51:32.812,9.640,0.042,-0.017,1.016
1601970692832,2020-10-06T10:51:32.832,9.660,0.046,-0.019,1.018
1601970692852,2020-10-06T10:51:32.852,9.680,0.043,-0.020,1.016
1601970692872,2020-10-06T10:51:32.872,9.700,0.044,-0.017,1.018
1601970692892,2020-10-06T10:51:32.892,9.720,0.050,-0.017,1.021
1601970692912,2020-10-06T10:51:32.912,9.740,0.051,-0.018,1.021
1601970692932,2020-10-06T10:51:32.932,9.760,0.043,-0.020,1.017
1601970692952,2020-10-06T10:51:32.952,9.780,0.043,-0.019,1.015
1601970692972,2020-10-06T10:51:32.972,9.800,0.050,-0.017,1.021
1601970692992,2020-10-06T10:51:32.992,9.820,0.045,-0.017,1.021
1601970693012,2020-10-06T10:51:33.012,9.840,0.040,-0.019,1.014
1601970693032,2020-10-06T10:51:33.032,9.860,0.049,-0.021,1.018
1601970693052,2020-10-06T10:51:33.052,9.880,0.053,-0.021,1.022
1601970693072,2020-10-06T10:51:33.072,9.900,0.047,-0.020,1.017
1601970693092,2020-10-06T10:51:33.092,9.920,0.045,-0.019,1.016
1601970693112,2020-10-06T10:51:33.112,9.940,0.047,-0.019,1.019
1601970693132,2020-10-06T10:51:33.132,9.960,0.044,-0.017,1.018
1601970693152,2020-10-06T10:51:33.152,9.980,0.044,-0.017,1.016
1601970693172,2020-10-06T10:51:33.172,10.000,0.051,-0.020,1.017
1601970693192,2020-10-06T10:51:33.192,10.020,0.050,-0.019,1.018
1601970693212,2020-10-06T10:51:33.212,10.040,0.046,-0.018,1.018
1601970693232,2020-10-06T10:51:33.232,10.060,0.044,-0.017,1.017
1601970693252,2020-10-06T10:51:33.252,10.080,0.049,-0.019,1.019
1601970693272,2020-10-06T10:51:33.272,10.100,0.049,-0.018,1.018
1601970693292,2020-10-06T10:51:33.292,10.120,0.045,-0.017,1.019
1601970693312,2020-10-06T10:51:33.312,10.140,0.048,-0.017,1.019
1601970693332,2020-10-06T10:51:33.332,10.160,0.050,-0.021,1.022
1601970693352,2020-10-06T10:51:33.352,10.180,0.044,-0.021,1.015
1601970693372,2020-10-06T10:51:33.372,10.200,0.039,-0.021,1.014
1601970693392,2020-10-06T10:51:33.392,10.220,0.051,-0.016,1.016
1601970693412,2020-10-06T10:51:33.412,10.240,0.054,-0.021,1.021
1601970693432,2020-10-06T10:51:33.432,10.260,0.040,-0.020,1.019
1601970693452,2020-10-06T10:51:33.452,10.280,0.037,-0.017,1.011
1601970693472,2020-10-06T10:51:33.472,10.300,0.050,-0.021,1.018
1601970693492,2020-10-06T10:51:33.492,10.320,0.057,-0.023,1.022
1601970693512,2020-10-06T10:51:33.512,10.340,0.045,-0.018,1.015
1601970693532,2020-10-06T10:51:33.532,10.360,0.040,-0.017,1.012
1601970693552,2020-10-06T10:51:33.552,10.380,0.048,-0.020,1.018
1601970693572,2020-10-06T10:51:33.572,10.400,0.052,-0.020,1.020
1601970693592,2020-10-06T10:51:33.592,10.420,0.046,-0.020,1.020
1601970693612,2020-10-06T10:51:33.612,10.440,0.043,-0.019,1.014
1601970693632,2020-10-06T10:51:33.632,10.460,0.044,-0.019,1.016
1601970693652,2020-10-06T10:51:33.652,10.480,0.046,-0.018,1.018
1601970693672,2020-10-06T10:51:33.672,10.500,0.047,-0.019,1.021
1601970693692,2020-10-06T10:51:33.692,10.520,0.047,-0.021,1.020
1601970693712,2020-10-06T10:51:33.712,10.540,0.045,-0.019,1.017
1601970693732,2020-10-06T10:51:33.732,10.560,0.046,-0.017,1.019
1601970693752,2020-10-06T10:51:33.752,10.580,0.049,-0.017,1.021
1601970693772,2020-10-06T10:51:33.772,10.600,0.044,-0.019,1.015
1601970693792,2020-10-06T10:51:33.792,10.620,0.045,-0.018,1.014
1601970693812,2020-10-06T10:51:33.812,10.640,0.052,-0.020,1.016
1601970693832,2020-10-06T10:51:33.832,10.660,0.053,-0.021,1.020
1601970693852,2020-10-06T10:51:33.852,10.680,0.049,-0.019,1.019
1601970693872,2020-10-06T10:51:33.872,10.700,0.049,-0.021,1.016
1601970693892,2020-10-06T10:51:33.892,10.720,0.046,-0.021,1.016
1601970693912,2020-10-06T10:51:33.912,10.740,0.044,-0.018,1.019
1601970693932,2020-10-06T10:51:33.932,10.760,0.048,-0.019,1.021
1601970693952,2020-10-06T10:51:33.952,10.780,0.052,-0.020,1.020
1601970693972,2020-10-06T10:51:33.972,10.800,0.046,-0.020,1.018
1601970693992,2020-10-06T10:51:33.992,10.820,0.044,-0.019,1.013
1601970694012,2020-10-06T10:51:34.012,10.840,0.050,-0.017,1.020
1601970694032,2020-10-06T10:51:34.032,10.860,0.052,-0.018,1.021
1601970694052,2020-10-06T10:51:34.052,10.880,0.045,-0.018,1.014
1601970694072,2020-10-06T10:51:34.072,10.900,0.045,-0.018,1.014
1601970694092,2020-10-06T10:51:34.092,10.920,0.049,-0.018,1.020
1601970694112,2020-10-06T10:51:34.112,10.940,0.052,-0.020,1.021
1601970694132,2020-10-06T10:51:34.132,10.960,0.048,-0.020,1.018
1601970694152,2020-10-06T10:51:34.152,10.980,0.043,-0.018,1.016
1601970694172,2020-10-06T10:51:34.172,11.000,0.045,-0.019,1.015
1601970694192,2020-10-06T10:51:34.192,11.020,0.049,-0.020,1.020
1601970694212,2020-10-06T10:51:34.212,11.040,0.048,-0.019,1.019
1601970694232,2020-10-06T10:51:34.232,11.060,0.049,-0.018,1.018
1601970694252,2020-10-06T10:51:34.252,11.080,0.051,-0.021,1.016
1601970694272,2020-10-06T10:51:34.272,11.100,0.049,-0.020,1.018
1601970694292,2020-10-06T10:51:34.292,11.120,0.045,-0.019,1.019
1601970694312,2020-10-06T10:51:34.312,11.140,0.048,-0.018,1.017
1601970694332,2020-10-06T10:51:34.332,11.160,0.051,-0.021,1.018
1601970694352,2020-10-06T10:51:34.352,11.180,0.050,-0.019,1.018
1601970694372,2020-10-06T10:51:34.372,11.200,0.050,-0.020,1.016
1601970694392,2020-10-06T10:51:34.392,11.220,0.049,-0.020,1.018
1601970694412,2020-10-06T10:51:34.412,11.240,0.050,-0.020,1.018
1601970694432,2020-10-06T10:51:34.432,11.260,0.049,-0.018,1.020
1601970694452,2020-10-06T10:51:34.452,11.280,0.053,-0.020,1.020
1601970694472,2020-10-06T10:51:34.472,11.300,0.051,-0.021,1.017
1601970694492,2020-10-06T10:51:34.492,11.320,0.046,-0.019,1.014
1601970694512,2020-10-06T10:51:34.512,11.340,0.051,-0.015,1.018
1601970694532,2020-10-06T10:51:34.532,11.360,0.047,-0.017,1.021
1601970694552,2020-10-06T10:51:34.552,11.380,0.046,-0.020,1.015
1601970694572,2020-10-06T10:51:34.572,11.400,0.052,-0.020,1.016
1601970694592,2020-10-06T10:51:34.592,11.420,0.054,-0.017,1.018
1601970694612,2020-10-06T10:51:34.612,11.440,0.053,-0.018,1.017
1601970694632,2020-10-06T10:51:34.632,11.460,0.050,-0.020,1.017
1601970694652,2020-10-06T10:51:34.652,11.480,0.047,-0.019,1.016
1601970694672,2020-10-06T10:51:34.672,11.500,0.048,-0.018,1.016
1601970694692,2020-10-06T10:51:34.692,11.520,0.049,-0.017,1.017
1601970694712,2020-10-06T10:51:34.712,11.540,0.054,-0.018,1.018
1601970694732,2020-10-06T10:51:34.732,11.560,0.055,-0.019,1.020
1601970694752,2020-10-06T10:51:34.752,11.580,0.050,-0.019,1.021
1601970694772,2020-10-06T10:51:34.772,11.600,0.049,-0.019,1.016
1601970694792,2020-10-06T10:51:34.792,11.620,0.054,-0.020,1.016
1601970694812,2020-10-06T10:51:34.812,11.640,0.052,-0.017,1.020
1601970694832,2020-10-06T10:51:34.832,11.660,0.047,-0.017,1.017
1601970694852,2020-10-06T10:51:34.852,11.680,0.047,-0.020,1.014
1601970694872,2020-10-06T10:51:34.872,11.700,0.052,-0.020,1.019
1601970694892,2020-10-06T10:51:34.892,11.720,0.055,-0.020,1.021
1601970694912,2020-10-06T10:51:34.912,11.740,0.054,-0.020,1.019
1601970694932,2020-10-06T10:51:34.932,11.760,0.047,-0.018,1.015
1601970694952,2020-10-06T10:51:34.952,11.780,0.046,-0.018,1.014
1601970694972,2020-10-06T10:51:34.972,11.800,0.050,-0.019,1.016
1601970694992,2020-10-06T10:51:34.992,11.820,0.052,-0.019,1.018
1601970695012,2020-10-06T10:51:35.012,11.840,0.050,-0.018,1.016
1601970695032,2020-10-06T10:51:35.032,11.860,0.052,-0.019,1.017
1601970695052,2020-10-06T10:51:35.052,11.880,0.054,-0.020,1.017
1601970695072,2020-10-06T10:51:35.072,11.900,0.049,-0.019,1.017
1601970695092,2020-10-06T10:51:35.092,11.920,0.047,-0.020,1.017
1601970695112,2020-10-06T10:51:35.112,11.940,0.049,-0.018,1.018
1601970695132,2020-10-06T10:51:35.132,11.960,0.052,-0.019,1.016
1601970695152,2020-10-06T10:51:35.152,11.980,0.052,-0.018,1.016
1601970695172,2020-10-06T10:51:35.172,12.000,0.049,-0.020,1.017
1601970695192,2020-10-06T10:51:35.192,12.020,0.051,-0.019,1.018
1601970695212,2020-10-06T10:51:35.212,12.040,0.050,-0.019,1.017
1601970695232,2020-10-06T10:51:35.232,12.060,0.049,-0.019,1.013
1601970695252,2020-10-06T10:51:35.252,12.080,0.055,-0.018,1.018
1601970695272,2020-10-06T10:51:35.272,12.100,0.054,-0.018,1.021
1601970695292,2020-10-06T10:51:35.292,12.120,0.044,-0.018,1.018
1601970695312,2020-10-06T10:51:35.312,12.140,0.045,-0.019,1.012
1601970695332,2020-10-06T10:51:35.332,12.160,0.055,-0.020,1.018
1601970695352,2020-10-06T10:51:35.352,12.180,0.062,-0.021,1.021
1601970695372,2020-10-06T10:51:35.372,12.200,0.054,-0.019,1.019
1601970695392,2020-10-06T10:51:35.392,12.220,0.044,-0.020,1.014
1601970695412,2020-10-06T10:51:35.412,12.240,0.043,-0.019,1.015
1601970695432,2020-10-06T10:51:35.432,12.260,0.049,-0.019,1.016
1601970695452,2020-10-06T10:51:35.452,12.280,0.053,-0.020,1.018
1601970695472,2020-10-06T10:51:35.472,12.300,0.056,-0.021,1.021
1601970695492,2020-10-06T10:51:35.492,12.320,0.052,-0.020,1.019
1601970695512,2020-10-06T10:51:35.512,12.340,0.049,-0.017,1.017
1601970695532,2020-10-06T10:51:35.532,12.360,0.048,-0.017,1.016
1601970695552,2020-10-06T10:51:35.552,12.380,0.051,-0.020,1.017
1601970695572,2020-10-06T10:51:35.572,12.400,0.051,-0.019,1.020
1601970695592,2020-10-06T10:51:35.592,12.420,0.048,-0.018,1.016
1601970695612,2020-10-06T10:51:35.612,12.440,0.051,-0.020,1.015
1601970695632,2020-10-06T10:51:35.632,12.460,0.055,-0.023,1.020
1601970695652,2020-10-06T10:51:35.652,12.480,0.051,-0.021,1.020
1601970695672,2020-10-06T10:51:35.672,12.500,0.045,-0.017,1.019
1601970695692,2020-10-06T10:51:35.692,12.520,0.047,-0.017,1.018
1601970695712,2020-10-06T10:51:35.712,12.540,0.052,-0.019,1.019
1601970695732,2020-10-06T10:51:35.732,12.560,0.053,-0.019,1.014
1601970695752,2020-10-06T10:51:35.752,12.580,0.048,-0.020,1.016
1601970695772,2020-10-06T10:51:35.772,12.600,0.049,-0.020,1.020
1601970695792,2020-10-06T10:51:35.792,12.620,0.053,-0.019,1.018
1601970695812,2020-10-06T10:51:35.812,12.640,0.052,-0.018,1.019
1601970695832,2020-10-06T10:51:35.832,12.660,0.050,-0.020,1.020
1601970695852,2020-10-06T10:51:35.852,12.680,0.047,-0.021,1.015
1601970695872,2020-10-06T10:51:35.872,12.700,0.048,-0.021,1.015
1601970695892,2020-10-06T10:51:35.892,12.720,0.051,-0.019,1.017
1601970695912,2020-10-06T10:51:35.912,12.740,0.052,-0.021,1.017
1601970695932,2020-10-06T10:51:35.932,12.760,0.052,-0.020,1.018
1601970695952,2020-10-06T10:51:35.952,12.780,0.051,-0.023,1.017
1601970695972,2020-10-06T10:51:35.972,12.800,0.054,-0.020,1.015
1601970695992,2020-10-06T10:51:35.992,12.820,0.054,-0.019,1.019
1601970696012,2020-10-06T10:51:36.012,12.840,0.049,-0.019,1.018
1601970696032,2020-10-06T10:51:36.032,12.860,0.046,-0.021,1.012
1601970696052,2020-10-06T10:51:36.052,12.880,0.054,-0.021,1.017
1601970696072,2020-10-06T10:51:36.072,12.900,0.060,-0.020,1.022
1601970696092,2020-10-06T10:51:36.092,12.920,0.054,-0.020,1.017
1601970696112,2020-10-06T10:51:36.112,12.940,0.050,-0.020,1.013
1601970696132,2020-10-06T10:51:36.132,12.960,0.048,-0.020,1.016
1601970696152,2020-10-06T10:51:36.152,12.980,0.051,-0.019,1.018
1601970696172,2020-10-06T10:51:36.172,13.000,0.051,-0.019,1.020
1601970696192,2020-10-06T10:51:36.192,13.020,0.055,-0.021,1.018
1601970696212,2020-10-06T10:51:36.212,13.040,0.059,-0.021,1.018
1601970696232,2020-10-06T10:51:36.232,13.060,0.054,-0.023,1.017
1601970696252,2020-10-06T10:51:36.252,13.080,0.050,-0.020,1.015
1601970696272,2020-10-06T10:51:36.272,13.100,0.051,-0.020,1.016
1601970696292,2020-10-06T10:51:36.292,13.120,0.051,-0.019,1.017
1601970696312,2020-10-06T10:51:36.312,13.140,0.049,-0.019,1.018
1601970696332,2020-10-06T10:51:36.332,13.160,0.052,-0.020,1.014
1601970696352,2020-10-06T10:51:36.352,13.180,0.060,-0.024,1.016
1601970696372,2020-10-06T10:51:36.372,13.200,0.057,-0.021,1.020
1601970696392,2020-10-06T10:51:36.392,13.220,0.052,-0.020,1.017
1601970696412,2020-10-06T10:51:36.412,13.240,0.048,-0.019,1.016
1601970696432,2020-10-06T10:51:36.432,13.260,0.051,-0.022,1.017
1601970696452,2020-10-06T10:51:36.452,13.280,0.053,-0.021,1.016
1601970696472,2020-10-06T10:51:36.472,13.300,0.051,-0.021,1.017
1601970696492,2020-10-06T10:51:36.492,13.320,0.055,-0.022,1.018
1601970696512,2020-10-06T10:51:36.512,13.340,0.061,-0.022,1.018
1601970696532,2020-10-06T10:51:36.532,13.360,0.056,-0.020,1.018
1601970696552,2020-10-06T10:51:36.552,13.380,0.049,-0.018,1.018
1601970696572,2020-10-06T10:51:36.572,13.400,0.058,-0.021,1.016
1601970696592,2020-10-06T10:51:36.592,13.420,0.065,-0.020,1.020
1601970696612,2020-10-06T10:51:36.612,13.440,0.058,-0.021,1.018
1601970696632,2020-10-06T10:51:36.632,13.460,0.047,-0.018,1.013
1601970696652,2020-10-06T10:51:36.652,13.480,0.050,-0.018,1.017
1601970696672,2020-10-06T10:51:36.672,13.500,0.057,-0.020,1.019
1601970696692,2020-10-06T10:51:36.692,13.520,0.061,-0.021,1.018
1601970696712,2020-10-06T10:51:36.712,13.540,0.056,-0.021,1.016
1601970696732,2020-10-06T10:51:36.732,13.560,0.050,-0.021,1.013
1601970696752,2020-10-06T10:51:36.752,13.580,0.057,-0.017,1.017
1601970696772,2020-10-06T10:51:36.772,13.600,0.058,-0.019,1.022
1601970696792,2020-10-06T10:51:36.792,13.620,0.054,-0.020,1.021
1601970696812,2020-10-06T10:51:36.812,13.640,0.050,-0.020,1.015
1601970696832,2020-10-06T10:51:36.832,13.660,0.056,-0.021,1.015
1601970696852,2020-10-06T10:51:36.852,13.680,0.066,-0.023,1.021
1601970696872,2020-10-06T10:51:36.872,13.700,0.057,-0.021,1.018
1601970696892,2020-10-06T10:51:36.892,13.720,0.051,-0.020,1.015
1601970696912,2020-10-06T10:51:36.912,13.740,0.055,-0.021,1.014
1601970696932,2020-10-06T10:51:36.932,13.760,0.056,-0.021,1.018
1601970696952,2020-10-06T10:51:36.952,13.780,0.052,-0.020,1.018
1601970696972,2020-10-06T10:51:36.972,13.800,0.056,-0.019,1.017
1601970696992,2020-10-06T10:51:36.992,13.820,0.063,-0.021,1.019
1601970697012,2020-10-06T10:51:37.012,13.840,0.053,-0.020,1.014
1601970697032,2020-10-06T10:51:37.032,13.860,0.047,-0.018,1.012
1601970697052,2020-10-06T10:51:37.052,13.880,0.057,-0.019,1.020
1601970697072,2020-10-06T10:51:37.072,13.900,0.059,-0.020,1.020
1601970697092,2020-10-06T10:51:37.092,13.920,0.054,-0.021,1.016
1601970697112,2020-10-06T10:51:37.112,13.940,0.052,-0.021,1.014
1601970697132,2020-10-06T10:51:37.132,13.960,0.060,-0.021,1.017
1601970697152,2020-10-06T10:51:37.152,13.980,0.060,-0.021,1.021
1601970697172,2020-10-06T10:51:37.172,14.000,0.053,-0.019,1.016
1601970697192,2020-10-06T10:51:37.192,14.020,0.051,-0.020,1.014
1601970697212,2020-10-06T10:51:37.212,14.040,0.056,-0.022,1.017
1601970697232,2020-10-06T10:51:37.232,14.060,0.055,-0.020,1.017
1601970697252,2020-10-06T10:51:37.252,14.080,0.057,-0.021,1.018
1601970697272,2020-10-06T10:51:37.272,14.100,0.056,-0.021,1.019
1601970697292,2020-10-06T10:51:37.292,14.120,0.057,-0.020,1.019
1601970697312,2020-10-06T10:51:37.312,14.140,0.054,-0.020,1.013
1601970697332,2020-10-06T10:51:37.332,14.160,0.053,-0.021,1.015
1601970697352,2020-10-06T10:51:37.352,14.180,0.059,-0.020,1.018
